,id,action_time,user_id,content_type_id,object_id,object_repr,action_flag,change_message
75,151,2022-04-11 18:06:12.061665+00:00,1,28,1,FV-00000001^2022-01-01_Actividades Textiles S.A.S._13802005_Mensualidad Arriendo Inmueble^2022-01-01_K2C-30-15-B3^2022-01-01,3,
76,150,2022-04-11 18:06:12.049734+00:00,1,28,2,FV-00000001^2022-01-01_Actividades Textiles S.A.S._13802010_Mensualidad Arriendo Inmueble^2022-01-01_K2C-30-15-B3^2022-01-01,3,
77,149,2022-04-11 18:06:12.039574+00:00,1,28,3,FV-00000001^2022-01-01_Actividades Textiles S.A.S._240810_Mensualidad Arriendo Inmueble^2022-01-01_K2C-30-15-B3^2022-01-01,3,
78,148,2022-04-11 18:06:12.029837+00:00,1,28,4,FV-00000001^2022-01-01_Actividades Textiles S.A.S._913005_Mensualidad Arriendo Inmueble^2022-01-01_K2C-30-15-B3^2022-01-01,3,
79,147,2022-04-11 18:06:12.019283+00:00,1,28,5,FV-00000002^2022-01-10_Productos de Caucho y Lona S.A.S._13802005_Mensualidad Arriendo Inmueble^2022-01-10_C18-1N-33^2022-01-01,3,
80,146,2022-04-11 18:06:12.007635+00:00,1,28,6,FV-00000002^2022-01-10_Productos de Caucho y Lona S.A.S._13802010_Mensualidad Arriendo Inmueble^2022-01-10_C18-1N-33^2022-01-01,3,
81,145,2022-04-11 18:06:11.990322+00:00,1,28,7,FV-00000002^2022-01-10_Productos de Caucho y Lona S.A.S._240810_Mensualidad Arriendo Inmueble^2022-01-10_C18-1N-33^2022-01-01,3,
82,144,2022-04-11 18:06:11.972911+00:00,1,28,8,FV-00000002^2022-01-10_Productos de Caucho y Lona S.A.S._913005_Mensualidad Arriendo Inmueble^2022-01-10_C18-1N-33^2022-01-01,3,
83,143,2022-04-11 18:06:11.955351+00:00,1,28,9,FV-00000003^2022-01-15_Asoboce S.A.S._13802005_Mensualidad Arriendo Inmueble^2022-01-15_C31-1B-64^2022-01-15,3,
84,142,2022-04-11 18:06:11.943494+00:00,1,28,10,FV-00000003^2022-01-15_Asoboce S.A.S._13802010_Mensualidad Arriendo Inmueble^2022-01-15_C31-1B-64^2022-01-15,3,
85,141,2022-04-11 18:06:11.933447+00:00,1,28,11,FV-00000003^2022-01-15_Asoboce S.A.S._240810_Mensualidad Arriendo Inmueble^2022-01-15_C31-1B-64^2022-01-15,3,
86,140,2022-04-11 18:06:11.910626+00:00,1,28,12,FV-00000003^2022-01-15_Asoboce S.A.S._913005_Mensualidad Arriendo Inmueble^2022-01-15_C31-1B-64^2022-01-15,3,
87,139,2022-04-11 18:06:11.899922+00:00,1,28,13,FV-00000004^2022-01-15_Granos y Proteinas S.A.S._13802005_Mensualidad Arriendo Inmueble^2022-01-15_K1B-30-16^2022-01-31,3,
88,138,2022-04-11 18:06:11.888914+00:00,1,28,14,FV-00000004^2022-01-15_Granos y Proteinas S.A.S._13802010_Mensualidad Arriendo Inmueble^2022-01-15_K1B-30-16^2022-01-31,3,
89,137,2022-04-11 18:06:11.878074+00:00,1,28,15,FV-00000004^2022-01-15_Granos y Proteinas S.A.S._240810_Mensualidad Arriendo Inmueble^2022-01-15_K1B-30-16^2022-01-31,3,
90,136,2022-04-11 18:06:11.868160+00:00,1,28,16,FV-00000004^2022-01-15_Granos y Proteinas S.A.S._913005_Mensualidad Arriendo Inmueble^2022-01-15_K1B-30-16^2022-01-31,3,
91,135,2022-04-11 18:06:11.858630+00:00,1,28,17,FV-00000005^2022-01-31_Granos y Proteinas S.A.S._13802005_Mensualidad Arriendo Inmueble^2022-01-31_K1B-30-16^2022-01-31,3,
92,134,2022-04-11 18:06:11.847888+00:00,1,28,18,FV-00000005^2022-01-31_Granos y Proteinas S.A.S._13802010_Mensualidad Arriendo Inmueble^2022-01-31_K1B-30-16^2022-01-31,3,
93,133,2022-04-11 18:06:11.837647+00:00,1,28,19,FV-00000005^2022-01-31_Granos y Proteinas S.A.S._240810_Mensualidad Arriendo Inmueble^2022-01-31_K1B-30-16^2022-01-31,3,
94,132,2022-04-11 18:06:11.827647+00:00,1,28,20,FV-00000005^2022-01-31_Granos y Proteinas S.A.S._913005_Mensualidad Arriendo Inmueble^2022-01-31_K1B-30-16^2022-01-31,3,
95,131,2022-04-11 18:06:11.816674+00:00,1,28,21,FV-00000006^2022-02-01_Actividades Textiles S.A.S._13802005_Mensualidad Arriendo Inmueble^2022-02-01_K2C-30-15-B3^2022-01-01,3,
96,130,2022-04-11 18:06:11.805515+00:00,1,28,22,FV-00000006^2022-02-01_Actividades Textiles S.A.S._13802010_Mensualidad Arriendo Inmueble^2022-02-01_K2C-30-15-B3^2022-01-01,3,
97,129,2022-04-11 18:06:11.794820+00:00,1,28,23,FV-00000006^2022-02-01_Actividades Textiles S.A.S._240810_Mensualidad Arriendo Inmueble^2022-02-01_K2C-30-15-B3^2022-01-01,3,
98,128,2022-04-11 18:06:11.784072+00:00,1,28,24,FV-00000006^2022-02-01_Actividades Textiles S.A.S._913005_Mensualidad Arriendo Inmueble^2022-02-01_K2C-30-15-B3^2022-01-01,3,
99,127,2022-04-11 18:06:11.772923+00:00,1,28,25,FV-00000007^2022-02-01_Productos de Caucho y Lona S.A.S._13802005_Mensualidad Arriendo Inmueble^2022-02-01_C18-1N-33^2022-01-01,3,
100,126,2022-04-11 18:06:11.762613+00:00,1,28,26,FV-00000007^2022-02-01_Productos de Caucho y Lona S.A.S._13802010_Mensualidad Arriendo Inmueble^2022-02-01_C18-1N-33^2022-01-01,3,
101,125,2022-04-11 18:06:11.751798+00:00,1,28,27,FV-00000007^2022-02-01_Productos de Caucho y Lona S.A.S._240810_Mensualidad Arriendo Inmueble^2022-02-01_C18-1N-33^2022-01-01,3,
102,124,2022-04-11 18:06:11.735388+00:00,1,28,28,FV-00000007^2022-02-01_Productos de Caucho y Lona S.A.S._913005_Mensualidad Arriendo Inmueble^2022-02-01_C18-1N-33^2022-01-01,3,
103,123,2022-04-11 18:06:11.711051+00:00,1,28,29,"FV-00000008^2022-02-05_Nuñez Florez, Pedro_13802005_Mensualidad Arriendo Inmueble^2022-02-05_A6N-13N-62-S110^2022-01-30",3,
104,122,2022-04-11 18:06:11.694794+00:00,1,28,30,"FV-00000008^2022-02-05_Nuñez Florez, Pedro_913005_Mensualidad Arriendo Inmueble^2022-02-05_A6N-13N-62-S110^2022-01-30",3,
105,121,2022-04-11 18:06:11.684204+00:00,1,28,31,FV-00000009^2022-02-15_Asoboce S.A.S._13802005_Mensualidad Arriendo Inmueble^2022-02-15_C31-1B-64^2022-01-15,3,
106,120,2022-04-11 18:06:11.674177+00:00,1,28,32,FV-00000009^2022-02-15_Asoboce S.A.S._13802010_Mensualidad Arriendo Inmueble^2022-02-15_C31-1B-64^2022-01-15,3,
107,119,2022-04-11 18:06:11.657217+00:00,1,28,33,FV-00000009^2022-02-15_Asoboce S.A.S._240810_Mensualidad Arriendo Inmueble^2022-02-15_C31-1B-64^2022-01-15,3,
108,118,2022-04-11 18:06:11.631580+00:00,1,28,34,FV-00000009^2022-02-15_Asoboce S.A.S._913005_Mensualidad Arriendo Inmueble^2022-02-15_C31-1B-64^2022-01-15,3,
109,117,2022-04-11 18:06:11.621241+00:00,1,28,35,FV-00000010^2022-02-28_Granos y Proteinas S.A.S._13802005_Mensualidad Arriendo Inmueble^2022-02-28_K1B-30-16^2022-01-31,3,
110,116,2022-04-11 18:06:11.611264+00:00,1,28,36,FV-00000010^2022-02-28_Granos y Proteinas S.A.S._13802010_Mensualidad Arriendo Inmueble^2022-02-28_K1B-30-16^2022-01-31,3,
111,115,2022-04-11 18:06:11.600797+00:00,1,28,37,FV-00000010^2022-02-28_Granos y Proteinas S.A.S._240810_Mensualidad Arriendo Inmueble^2022-02-28_K1B-30-16^2022-01-31,3,
112,114,2022-04-11 18:06:11.590176+00:00,1,28,38,FV-00000010^2022-02-28_Granos y Proteinas S.A.S._913005_Mensualidad Arriendo Inmueble^2022-02-28_K1B-30-16^2022-01-31,3,
113,113,2022-04-11 18:06:11.573491+00:00,1,28,39,"FV-00000011^2022-02-28_Nuñez Florez, Pedro_13802005_Mensualidad Arriendo Inmueble^2022-02-28_A6N-13N-62-S110^2022-01-30",3,
114,112,2022-04-11 18:06:11.556295+00:00,1,28,40,"FV-00000011^2022-02-28_Nuñez Florez, Pedro_913005_Mensualidad Arriendo Inmueble^2022-02-28_A6N-13N-62-S110^2022-01-30",3,
115,111,2022-04-11 18:06:11.538512+00:00,1,28,41,FV-00000012^2022-03-01_Actividades Textiles S.A.S._13802005_Mensualidad Arriendo Inmueble^2022-03-01_K2C-30-15-B3^2022-01-01,3,
116,110,2022-04-11 18:06:05.404387+00:00,1,28,42,FV-00000012^2022-03-01_Actividades Textiles S.A.S._13802010_Mensualidad Arriendo Inmueble^2022-03-01_K2C-30-15-B3^2022-01-01,3,
117,109,2022-04-11 18:06:05.393354+00:00,1,28,43,FV-00000012^2022-03-01_Actividades Textiles S.A.S._240810_Mensualidad Arriendo Inmueble^2022-03-01_K2C-30-15-B3^2022-01-01,3,
118,108,2022-04-11 18:06:05.382443+00:00,1,28,44,FV-00000012^2022-03-01_Actividades Textiles S.A.S._913005_Mensualidad Arriendo Inmueble^2022-03-01_K2C-30-15-B3^2022-01-01,3,
119,107,2022-04-11 18:06:05.371870+00:00,1,28,45,FV-00000013^2022-03-01_Productos de Caucho y Lona S.A.S._13802005_Mensualidad Arriendo Inmueble^2022-03-01_C18-1N-33^2022-01-01,3,
120,106,2022-04-11 18:06:05.360845+00:00,1,28,46,FV-00000013^2022-03-01_Productos de Caucho y Lona S.A.S._13802010_Mensualidad Arriendo Inmueble^2022-03-01_C18-1N-33^2022-01-01,3,
121,105,2022-04-11 18:06:05.350714+00:00,1,28,47,FV-00000013^2022-03-01_Productos de Caucho y Lona S.A.S._240810_Mensualidad Arriendo Inmueble^2022-03-01_C18-1N-33^2022-01-01,3,
122,104,2022-04-11 18:06:05.330895+00:00,1,28,48,FV-00000013^2022-03-01_Productos de Caucho y Lona S.A.S._913005_Mensualidad Arriendo Inmueble^2022-03-01_C18-1N-33^2022-01-01,3,
123,103,2022-04-11 18:06:05.307546+00:00,1,28,49,FV-00000014^2022-03-15_Asoboce S.A.S._13802005_Mensualidad Arriendo Inmueble^2022-03-15_C31-1B-64^2022-01-15,3,
124,102,2022-04-11 18:06:05.296617+00:00,1,28,50,FV-00000014^2022-03-15_Asoboce S.A.S._13802010_Mensualidad Arriendo Inmueble^2022-03-15_C31-1B-64^2022-01-15,3,
125,101,2022-04-11 18:06:05.286670+00:00,1,28,51,FV-00000014^2022-03-15_Asoboce S.A.S._240810_Mensualidad Arriendo Inmueble^2022-03-15_C31-1B-64^2022-01-15,3,
126,100,2022-04-11 18:06:05.275489+00:00,1,28,52,FV-00000014^2022-03-15_Asoboce S.A.S._913005_Mensualidad Arriendo Inmueble^2022-03-15_C31-1B-64^2022-01-15,3,
127,99,2022-04-11 18:06:05.258251+00:00,1,28,53,RC-00000001^2022-01-10_Actividades Textiles S.A.S._11100505_Mensualidad Arriendo Inmueble^2022-01-01_K2C-30-15-B3^2022-01-01,3,
128,98,2022-04-11 18:06:05.241094+00:00,1,28,54,RC-00000001^2022-01-10_Actividades Textiles S.A.S._13802005_Mensualidad Arriendo Inmueble^2022-01-01_K2C-30-15-B3^2022-01-01,3,
129,97,2022-04-11 18:06:05.230178+00:00,1,28,55,RC-00000001^2022-01-10_Actividades Textiles S.A.S._13802010_Mensualidad Arriendo Inmueble^2022-01-01_K2C-30-15-B3^2022-01-01,3,
130,96,2022-04-11 18:06:05.219925+00:00,1,28,56,RC-00000001^2022-01-10_Actividades Textiles S.A.S._913005_Mensualidad Arriendo Inmueble^2022-01-01_K2C-30-15-B3^2022-01-01,3,
131,95,2022-04-11 18:06:05.209230+00:00,1,28,57,RC-00000001^2022-01-10_Actividades Textiles S.A.S._28150505_Mensualidad Arriendo Inmueble^2022-01-01_K2C-30-15-B3^2022-01-01,3,
132,94,2022-04-11 18:06:05.198153+00:00,1,28,58,RC-00000002^2022-01-20_Asoboce S.A.S._11100505_Mensualidad Arriendo Inmueble^2022-01-15_C31-1B-64^2022-01-15,3,
133,93,2022-04-11 18:06:05.174837+00:00,1,28,59,RC-00000002^2022-01-20_Asoboce S.A.S._13802005_Mensualidad Arriendo Inmueble^2022-01-15_C31-1B-64^2022-01-15,3,
134,92,2022-04-11 18:06:05.162853+00:00,1,28,60,RC-00000002^2022-01-20_Asoboce S.A.S._13802010_Mensualidad Arriendo Inmueble^2022-01-15_C31-1B-64^2022-01-15,3,
135,91,2022-04-11 18:06:05.144488+00:00,1,28,61,RC-00000002^2022-01-20_Asoboce S.A.S._913005_Mensualidad Arriendo Inmueble^2022-01-15_C31-1B-64^2022-01-15,3,
136,90,2022-04-11 18:06:05.133645+00:00,1,28,62,RC-00000002^2022-01-20_Asoboce S.A.S._28150505_Mensualidad Arriendo Inmueble^2022-01-15_C31-1B-64^2022-01-15,3,
137,89,2022-04-11 18:06:05.123314+00:00,1,28,63,RC-00000002^2022-01-20_Asoboce S.A.S._839530_Mensualidad Arriendo Inmueble^2022-01-15_C31-1B-64^2022-01-15,3,
138,88,2022-04-11 18:06:05.112285+00:00,1,28,64,RC-00000002^2022-01-20_Asoboce S.A.S._93950505_Mensualidad Arriendo Inmueble^2022-01-15_C31-1B-64^2022-01-15,3,
139,87,2022-04-11 18:06:05.101656+00:00,1,28,65,RC-00000003^2022-01-20_Granos y Proteinas S.A.S._11100505_Mensualidad Arriendo Inmueble^2022-01-15_K1B-30-16^2022-01-31,3,
140,86,2022-04-11 18:06:05.090545+00:00,1,28,66,RC-00000003^2022-01-20_Granos y Proteinas S.A.S._13802005_Mensualidad Arriendo Inmueble^2022-01-15_K1B-30-16^2022-01-31,3,
141,85,2022-04-11 18:06:05.078453+00:00,1,28,67,RC-00000003^2022-01-20_Granos y Proteinas S.A.S._13802010_Mensualidad Arriendo Inmueble^2022-01-15_K1B-30-16^2022-01-31,3,
142,84,2022-04-11 18:06:05.067489+00:00,1,28,68,RC-00000003^2022-01-20_Granos y Proteinas S.A.S._913005_Mensualidad Arriendo Inmueble^2022-01-15_K1B-30-16^2022-01-31,3,
143,83,2022-04-11 18:06:05.056822+00:00,1,28,69,RC-00000003^2022-01-20_Granos y Proteinas S.A.S._28150505_Mensualidad Arriendo Inmueble^2022-01-15_K1B-30-16^2022-01-31,3,
144,82,2022-04-11 18:06:05.046135+00:00,1,28,70,RC-00000003^2022-01-20_Granos y Proteinas S.A.S._839530_Mensualidad Arriendo Inmueble^2022-01-15_K1B-30-16^2022-01-31,3,
145,81,2022-04-11 18:06:05.028612+00:00,1,28,71,RC-00000003^2022-01-20_Granos y Proteinas S.A.S._93950505_Mensualidad Arriendo Inmueble^2022-01-15_K1B-30-16^2022-01-31,3,
146,80,2022-04-11 18:06:05.011369+00:00,1,28,72,RC-00000004^2022-01-25_Actividades Textiles S.A.S._11100505_Mensualidad Arriendo Inmueble^2022-01-01_K2C-30-15-B3^2022-01-01,3,
147,79,2022-04-11 18:06:04.997846+00:00,1,28,73,RC-00000004^2022-01-25_Actividades Textiles S.A.S._11100505_Mensualidad Arriendo Inmueble^2022-02-01_K2C-30-15-B3^2022-01-01,3,
148,78,2022-04-11 18:06:04.979866+00:00,1,28,74,RC-00000004^2022-01-25_Actividades Textiles S.A.S._13802005_Mensualidad Arriendo Inmueble^2022-01-01_K2C-30-15-B3^2022-01-01,3,
149,77,2022-04-11 18:06:04.969353+00:00,1,28,75,RC-00000004^2022-01-25_Actividades Textiles S.A.S._13802010_Mensualidad Arriendo Inmueble^2022-02-01_K2C-30-15-B3^2022-01-01,3,
150,76,2022-04-11 18:06:04.958605+00:00,1,28,76,RC-00000004^2022-01-25_Actividades Textiles S.A.S._913005_Mensualidad Arriendo Inmueble^2022-01-01_K2C-30-15-B3^2022-01-01,3,
151,75,2022-04-11 18:06:04.947262+00:00,1,28,77,RC-00000004^2022-01-25_Actividades Textiles S.A.S._28150505_Mensualidad Arriendo Inmueble^2022-01-01_K2C-30-15-B3^2022-01-01,3,
152,74,2022-04-11 18:06:04.929764+00:00,1,28,78,RC-00000004^2022-01-25_Actividades Textiles S.A.S._839530_Mensualidad Arriendo Inmueble^2022-01-01_K2C-30-15-B3^2022-01-01,3,
153,73,2022-04-11 18:06:04.918721+00:00,1,28,79,RC-00000004^2022-01-25_Actividades Textiles S.A.S._93950505_Mensualidad Arriendo Inmueble^2022-01-01_K2C-30-15-B3^2022-01-01,3,
