,id,state_change_user_id,state_change_date,state,lease_id,realty_id,primary
36,43,1,2022-04-26 21:17:13.509761+00:00,1,A6N-13N-62-S101^2021-04-01,A6N-13N-62-S101,TRUE
37,44,1,2022-04-27 18:09:23.748945+00:00,1,A6N-13N-62-S102^2021-10-01,A6N-13N-62-S102,TRUE
38,45,1,2022-04-27 19:31:33.083361+00:00,1,A6N-13N-62-S104^2021-08-01,A6N-13N-62-S104,TRUE
39,46,1,2022-04-28 15:46:16.950178+00:00,1,A6N-13N-62-S103^2020-06-01,A6N-13N-62-S103,TRUE
40,47,1,2022-04-28 16:29:37.208505+00:00,1,A6N-13N-62-S105^2021-09-01,A6N-13N-62-S105,TRUE
41,48,1,2022-04-28 19:04:06.515907+00:00,1,C31-1B-80^2013-06-01,C31-1B-80,TRUE
42,49,1,2022-04-28 19:17:39.016465+00:00,1,K2C-30-15-B3^2013-06-01,K2C-30-15-B3,TRUE
43,50,1,2022-04-29 16:42:05.229539+00:00,1,A6N-13N-62-S108^2016-12-01,A6N-13N-62-S108,TRUE
44,51,1,2022-04-29 19:14:26.439273+00:00,1,A6N-13N-62-S109^2021-07-01,A6N-13N-62-S109,TRUE
45,52,1,2022-04-29 19:20:27.467968+00:00,1,A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110,TRUE
46,53,1,2022-04-29 19:35:54.846741+00:00,1,A6N-13N-62-S114^2021-09-01,A6N-13N-62-S114,TRUE
47,54,1,2022-04-29 19:42:56.744341+00:00,1,A6N-13N-62-S201^2021-10-01,A6N-13N-62-S201,TRUE
48,55,1,2022-04-29 20:59:46.630993+00:00,1,A6N-13N-62-S202^2021-10-01,A6N-13N-62-S202,TRUE
49,56,1,2022-04-29 21:11:42.589757+00:00,1,A6N-13N-62-S203^2022-04-01,A6N-13N-62-S203,TRUE
50,57,1,2022-04-29 21:35:08.461304+00:00,1,A6N-13N-62-S204^2021-09-01,A6N-13N-62-S204,TRUE
51,58,1,2022-05-03 17:58:50.630381+00:00,1,A6N-13N-62-S207^2004-03-01,A6N-13N-62-S207,TRUE
52,59,1,2022-05-03 20:32:28.209027+00:00,1,A6N-13N-62-S205^2020-08-01,A6N-13N-62-S205,TRUE
53,60,1,2022-05-03 20:55:45.080783+00:00,1,A6N-13N-62-S208^2020-10-01,A6N-13N-62-S208,TRUE
54,61,1,2022-05-03 21:38:01.806816+00:00,1,A6N-13N-62-S209^2006-03-21,A6N-13N-62-S209,TRUE
55,62,1,2022-05-05 15:18:02.382613+00:00,1,A6N-13N-62-S210^2017-03-20,A6N-13N-62-S210,TRUE
56,63,1,2022-05-05 15:24:53.681043+00:00,1,A6N-13N-62-S211^2017-03-20,A6N-13N-62-S211,TRUE
57,64,1,2022-05-05 15:32:58.410034+00:00,1,A6N-13N-62-S212^2011-09-01,A6N-13N-62-S212,TRUE
58,65,1,2022-05-05 15:37:31.127742+00:00,1,A6N-13N-62-S214^2018-10-01,A6N-13N-62-S214,TRUE
59,66,1,2022-05-05 16:05:07.909438+00:00,1,A6N-13N-62-S217^2018-12-01,A6N-13N-62-S217,TRUE
60,67,1,2022-05-05 16:10:30.559553+00:00,1,A6N-13N-62-S219^2004-02-09,A6N-13N-62-S219,TRUE
61,68,1,2022-05-05 16:33:10.222608+00:00,1,A6N-13N-62-S221^2018-06-15,A6N-13N-62-S221,TRUE
62,69,1,2022-05-05 21:18:42.390441+00:00,1,A6N-13N-62-S301^2021-08-01,A6N-13N-62-S301,TRUE
63,70,1,2022-05-05 21:28:50.427491+00:00,1,A6N-13N-62-S302^2021-08-01,A6N-13N-62-S302,TRUE
64,71,1,2022-05-05 22:02:31.094545+00:00,1,A6N-13N-62-S303^2022-03-01,A6N-13N-62-S303,TRUE
65,72,1,2022-05-06 15:11:17.018084+00:00,1,A6N-13N-62-S304^2022-04-01,A6N-13N-62-S304,TRUE
66,73,1,2022-05-06 15:24:37.525711+00:00,1,A6N-13N-62-S305^2021-02-01,A6N-13N-62-S305,TRUE
67,74,1,2022-05-06 15:39:33.072537+00:00,1,A6N-13N-62-S306^2018-06-01,A6N-13N-62-S306,TRUE
68,75,1,2022-05-06 15:49:26.135665+00:00,1,A6N-13N-62-S308^2022-03-01,A6N-13N-62-S308,TRUE
69,76,1,2022-05-06 15:59:26.517142+00:00,1,A6N-13N-62-S309^2022-03-01,A6N-13N-62-S309,TRUE
70,77,1,2022-05-06 16:07:17.270215+00:00,1,A6N-13N-62-S311^2021-11-01,A6N-13N-62-S311,TRUE
71,78,1,2022-05-06 20:29:48.367145+00:00,1,A6N-13N-62-S312^2007-06-01,A6N-13N-62-S312,TRUE
72,79,1,2022-05-06 20:45:21.153717+00:00,1,A6N-13N-62-S314^2019-06-01,A6N-13N-62-S314,TRUE
