state,code,name,errors
1,135505,anticipo de impuestos de renta y complementarios,[]
1,135510,anticipo de impuestos de industria y comercio,[]
1,135515,retencion en la fuente,[]
1,135517,impuesto a las ventas retenido,[]
1,135518,impuesto de industria y comercio retenido,[]
1,135520,sobrantes en liquidacion privada de impuestos,[]
1,135525,contribuciones,[]
1,135530,impuestos descontables,[]
1,135595,otros,[]
1,1360,reclamaciones,[]
1,136005,a compañias aseguradoras,[]
1,136010,a transportadores,[]
1,136015,por tiquetes aereos,[]
1,136095,otras,[]
1,1365,cuentas por cobrar a trabajadores,[]
1,136505,vivienda,[]
1,136510,vehiculos,[]
1,136515,educacion,[]
1,136520,"medicos, odontologicos y similares",[]
1,136525,calamidad domestica,[]
1,136530,responsabilidades,[]
1,136595,otros,[]
1,1370,prestamos a particulares,[]
1,137005,con garantia real,[]
1,137010,con garantia personal,[]
1,1380,deudores varios,[]
1,138005,depositarios,[]
1,138010,comisionistas de bolsas,[]
1,138015,fondo de inversion,[]
1,138020,cuentas por cobrar de terceros,[]
1,138025,pagos por cuenta de terceros,[]
1,138030,fondos de inversion social,[]
1,138095,otros,[]
1,1385,derechos de recompra de cartera negociada,[]
1,1390,deudas de dificil cobro,[]
1,1399,provisiones,[]
1,139905,clientes,[]
1,139910,cuentas corrientes comerciales,[]
1,139915,cuentas por cobrar a casa matriz,[]
1,139920,cuentas por cobrar a vinculados economicos,[]
1,139925,cuentas por cobrar a socios y accionistas,[]
1,139930,anticipos y avances,[]
1,139932,cuentas de operacion conjunta,[]
1,139935,depositos,[]
1,139940,promesas de compraventa,[]
1,139945,ingresos por cobrar,[]
1,139950,retencion sobre contratos,[]
1,139955,reclamaciones,[]
1,139960,cuentas por cobrar a trabajadores,[]
1,139965,prestamos a particulares,[]
1,139975,deudores varios,[]
1,139980,derechos de recompra de cartera negociada,[]
1,14,inventarios,[]
1,1405,materias primas,[]
1,140599,ajustes por inflacion,[]
1,1410,productos en proceso,[]
1,141099,ajustes por inflacion,[]
1,1415,obras de construccion en curso,[]
1,141599,ajustes por inflacion,[]
1,1417,obras de urbanismo,[]
1,141799,ajustes por inflacion,[]
1,1420,contratos en ejecucion,[]
1,142099,ajustes por inflacion,[]
1,1425,cultivos en desarrollo,[]
1,142599,ajustes por inflacion,[]
1,1430,productos terminados,[]
1,143005,productos manufacturados,[]
1,143010,productos extraidos y/o procesados,[]
1,143015,productos agricolas y forestales,[]
1,143020,subproductos,[]
1,143025,productos de pesca,[]
1,143099,ajustes por inflacion,[]
1,1435,mercancias no fabricadas por la empresa,[]
1,143599,ajustes por inflacion,[]
1,1440,bienes raices para la venta,[]
1,144099,ajustes por inflacion,[]
1,1445,semovientes,[]
1,144505,especies mayores,[]
1,144510,especies menores,[]
1,144599,ajustes por inflacion,[]
1,1450,terrenos,[]
1,145005,por urbanizar,[]
1,145010,urbanizados por construir,[]
1,145099,ajustes por inflacion,[]
1,1455,"materiales, repuestos y accesorios",[]
1,145505,combustibles y lubricantes,[]
1,145510,abonos y fertilizantes,[]
1,145515,semillas terminadas,[]
1,145520,fungicidas y herbicidas,[]
1,145525,materiales y repuestos,[]
1,145530,loza y cristaleria,[]
1,145535,herramientas,[]
1,145540,medicinas,[]
1,145545,elementos hospitalarios,[]
1,145550,instrumental quirurgico,[]
1,145555,dotacion y suministro a trabajadores,[]
1,145560,elementos de roperia y lenceria,[]
1,145595,otros,[]
1,145599,ajustes por inflacion,[]
1,1460,envases y empaques,[]
1,146099,ajustes por inflacion,[]
1,1465,inventarios en transito,[]
1,146599,ajustes por inflacion,[]
1,1499,provisiones,[]
1,149905,para obsolescencia,[]
1,149910,para diferencia de inventario fisico,[]
1,149915,para perdidas de inventarios,[]
1,149920,lifo,[]
1,15,propiedades planta y equipo,[]
1,1504,terrenos,[]
1,150405,urbanos,[]
1,150410,rurales,[]
1,150499,ajustes por inflacion,[]
1,1506,materiales proyectos petroleros,[]
1,150605,tuberias y equipo,[]
1,150610,costos de importacion materiales,[]
1,150615,proyectos de construccion,[]
1,150699,ajustes por inflacion,[]
1,1508,construcciones en curso,[]
1,150805,construcciones y edificaciones,[]
1,150810,acueductos plantas y redes,[]
1,150815,vias de comunicacion,[]
1,150820,pozos artesianos,[]
1,150825,proyectos de exploracion,[]
1,150830,proyectos de desarrollo,[]
1,150899,ajustes por inflacion,[]
1,1512,maquinaria y equipos en montaje,[]
1,151205,maquinaria y equipo,[]
1,151210,equipo de oficina,[]
1,151215,equipo de computacion y comunicacion,[]
1,151220,equipo medico-cientifico,[]
1,151225,equipo de hoteles y restaurantes,[]
1,151230,flota y equipo de transporte,[]
1,151235,flota y equipo fluvial y/o maritimo,[]
1,151240,flota y equipo aereo,[]
1,151245,flota y equipo ferreo,[]
1,151250,plantas y redes,[]
1,151299,ajustes por inflacion,[]
1,1516,construcciones y edificaciones,[]
1,151605,edificios,[]
1,151610,oficinas,[]
1,151615,almacenes,[]
1,151620,fabricas y plantas industriales,[]
1,151625,salas de exhibicion y ventas,[]
1,151630,cafeteria y casinos,[]
1,151635,silos,[]
1,151640,invernaderos,[]
1,151645,casetas y campamentos,[]
1,151650,instalaciones agropecuarias,[]
1,151655,viviendas para empleados y obreros,[]
1,151660,terminal de buses y taxis,[]
1,151663,terminal maritimo,[]
1,151665,terminal ferreo,[]
1,151670,"parqueaderos, garajes y depositos",[]
1,151675,hangares,[]
1,151680,bodegas,[]
1,151695,otros,[]
1,151699,ajustes por inflacion,[]
1,1520,maquinaria y equipo,[]
1,152099,ajustes por inflacion,[]
1,1524,equipo de oficina,[]
1,152405,muebles y enseres,[]
1,152410,equipos,[]
1,152495,otros,[]
1,152499,ajustes por inflacion,[]
1,1528,equipo de computacion y comunicacion,[]
1,152805,equipos de procesamiento de datos,[]
1,152810,equipos de telecomunicaciones,[]
1,152815,equipos de radio,[]
1,152820,satelites y antenas,[]
1,152825,lineas telefonicas,[]
1,152895,otros,[]
1,152899,ajustes por inflacion,[]
1,1532,equipo medico - cientifico,[]
1,153205,medico,[]
1,153210,odontologico,[]
1,153215,laboratorio,[]
1,153220,instrumental,[]
1,153295,otros,[]
1,153299,ajustes por inflacion,[]
1,1536,equipo de hoteles y restaurantes,[]
1,153605,de habitaciones,[]
1,153610,de comestibles y bebidas,[]
1,153695,otros,[]
1,153699,ajustes por inflacion,[]
1,1540,flota y equipo de transporte,[]
1,154005,"autos, camionetas y camperos",[]
1,154008,"camiones, volquetas y furgones",[]
1,154010,tractomulas y remolques,[]
1,154015,buses y busetas,[]
1,154017,recolectores y contenedores,[]
1,154020,montacargas,[]
1,154025,palas y gruas,[]
1,154030,motocicletas,[]
1,154035,bicicletas,[]
1,154040,estibas y carretas,[]
1,154045,bandas transportadoras,[]
1,154095,otros,[]
1,154099,ajustes por inflacion,[]
1,1544,flota y equipo fluvial y/o maritimo,[]
1,154405,buques,[]
1,154410,lanchas,[]
1,154415,remolcadoras,[]
1,154420,botes,[]
1,154425,boyas,[]
1,154430,amarres,[]
1,154435,contenedores y chassises,[]
1,154440,gabarras,[]
1,154495,otros,[]
1,154499,ajustes por inflacion,[]
1,1548,flota y equipo aereo,[]
1,154805,aviones,[]
1,154810,avionetas,[]
1,154815,helicopteros,[]
1,154820,turbinas y motores,[]
1,154825,manuales de entrenamiento personal tecnico,[]
1,154830,equipos de vuelo,[]
1,154895,otros,[]
1,154899,ajustes por inflacion,[]
1,1552,flota y equipo ferreo,[]
1,155205,locomotoras,[]
1,155210,vagones,[]
1,155215,redes ferreas,[]
1,155295,otros,[]
1,155299,ajustes por inflacion,[]
1,1556,acueductos plantas y redes,[]
1,155605,instalaciones para agua y energia,[]
1,155610,acueducto acequias y canalizaciones,[]
1,155615,plantas de generacion hidraulica,[]
1,155620,plantas de generacion termica,[]
1,155625,plantas de generacion a gas,[]
1,155628,"plantas de generacion diesel, gasolina y petroleo",[]
1,155630,plantas de distribucion,[]
1,155635,plantas de transmision y subestaciones,[]
1,155640,oleoductos,[]
1,155645,gasoductos,[]
1,155647,poliductos,[]
1,155650,redes de distribucion,[]
1,155655,plantas de tratamiento,[]
1,155660,redes de recoleccion de aguas negras,[]
1,155665,instalaciones y equipo de bombeo,[]
1,155670,redes de distribucion de vapor,[]
1,155675,redes de aire,[]
1,155680,redes alimentacion de gas,[]
1,155682,redes externas de telefonia,[]
1,155685,plantas deshidratadoras,[]
1,155695,otros,[]
1,155699,ajustes por inflacion,[]
1,1560,armamento de vigilancia,[]
1,156099,ajustes por inflacion,[]
1,1562,envases y empaques,[]
1,156299,ajustes por inflacion,[]
1,1564,plantaciones agricolas y forestales,[]
1,156405,cultivos en desarrollo,[]
1,156410,cultivos amortizables,[]
1,156499,ajustes por inflacion,[]
1,1568,vias de comunicacion,[]
1,156805,pavimentacion y patios,[]
1,156810,vias,[]
1,156815,puentes,[]
1,156820,calles,[]
1,156825,aerodromos,[]
1,156895,otros,[]
1,156899,ajustes por inflacion,[]
1,1572,minas y canteras,[]
1,157205,minas,[]
1,157210,canteras,[]
1,157299,ajustes por inflacion,[]
1,1576,pozos artesianos,[]
1,157699,ajustes por inflacion,[]
1,1580,yacimientos,[]
1,158099,ajustes por inflacion,[]
1,1584,semovientes,[]
1,158405,especies menores,[]
1,158410,especies mayores,[]
1,158499,ajustes por inflacion,[]
1,1588,propiedades planta y equipo en transito,[]
1,158805,maquinaria y equipo,[]
1,158810,equipo de oficina,[]
1,158815,equipo de computacion y comunicacion,[]
1,158820,equipo medico cientifico,[]
1,158825,equipo de hoteles y restaurantes,[]
1,158830,flota y equipo de transporte,[]
1,158835,flota y equipo fluvial y/o maritimo,[]
1,158840,flota y equipo aereo,[]
1,158845,flota y equipo ferreo,[]
1,158850,plantas y redes,[]
1,158855,armamento de vigilancia,[]
1,158860,semovientes,[]
1,158865,envases y empaques,[]
1,158899,ajustes por inflacion,[]
1,1592,depreciacion acumulada,[]
1,159205,construcciones y edificaciones,[]
1,159210,maquinaria y equipo,[]
1,159215,equipo de oficina,[]
1,159220,equipo de computacion y comunicacion,[]
1,159225,equipo medico cientifico,[]
1,159230,equipo de hoteles y restaurantes,[]
1,159235,flota y equipo de transporte,[]
1,159240,flota y equipo fluvial y/o maritimo,[]
1,159245,flota y equipo aereo,[]
1,159250,flota y equipo ferreo,[]
1,159255,acueductos plantas y redes,[]
1,159260,armamento de vigilancia,[]
1,159265,envases y empaques,[]
1,159299,ajustes por inflacion,[]
1,1596,depreciacion diferida,[]
1,159605,exceso fiscal sobre la contable,[]
1,159610,defecto fiscal sobre la contable (cr),[]
1,159699,ajustes por inflacion,[]
1,1597,amortizacion acumulada,[]
1,159705,plantaciones agricolas y forestales,[]
1,159710,vias de comunicacion,[]
1,159715,semovientes,[]
1,159799,ajustes por inflacion,[]
1,1598,agotamiento acumulado,[]
1,159805,minas y canteras,[]
1,159815,pozos artesianos,[]
1,159820,yacimientos,[]
1,159899,ajustes por inflacion,[]
1,1599,provisiones,[]
1,159904,terrenos,[]
1,159906,materiales proyectos petroleros,[]
1,159908,construcciones en curso,[]
1,159912,maquinaria en montaje,[]
1,159916,construcciones y edificaciones,[]
1,159920,maquinaria y equipo,[]
1,159924,equipo de oficina,[]
1,159928,equipo de computacion y comunicacion,[]
1,159932,equipo medico cientifico,[]
1,159936,equipo de hoteles y restaurantes,[]
1,159940,flota y equipo de transporte,[]
1,159944,flota y equipo fluvial y/o maritimo,[]
1,159948,flota y equipo aereo,[]
1,159952,flota y equipo ferreo,[]
1,159956,"acueductos, plantas y redes",[]
1,159960,armamento de vigilancia,[]
1,159962,envases y empaques,[]
1,159964,plantaciones agricolas y forestales,[]
1,159968,vias de comunicacion,[]
1,159972,minas y canteras,[]
1,159980,pozos artesianos,[]
1,159984,yacimientos,[]
1,159988,semovientes,[]
1,159992,propiedades planta y equipo en transito,[]
1,16,intangibles,[]
1,1605,credito mercantil,[]
1,160505,formado o estimado,[]
1,160510,adquirido o comprado,[]
1,160599,ajustes por inflacion,[]
1,1610,marcas,[]
1,161005,adquiridas,[]
1,161010,formadas,[]
1,161099,ajustes por inflacion,[]
1,1615,patentes,[]
1,161505,adquiridas,[]
1,161510,formadas,[]
1,161599,ajustes por inflacion,[]
1,1620,concesiones y franquicias,[]
1,162005,concesiones,[]
1,162010,franquicias,[]
1,162099,ajustes por inflacion,[]
1,1625,derechos,[]
1,162505,derechos de autor,[]
1,162510,puesto de bolsa,[]
1,162515,en fideicomisos inmobiliarios,[]
1,162520,en fideicomisos de garantia,[]
1,162525,en fideicomisos de administracion,[]
1,162595,otros,[]
1,162599,ajustes por inflacion,[]
1,1630,know how,[]
1,163099,ajustes por inflacion,[]
1,1635,licencias,[]
1,163599,ajustes por inflacion,[]
1,1698,amortizacion acumulada,[]
1,169805,credito mercantil,[]
1,169810,marcas,[]
1,169815,patentes,[]
1,169820,concesiones y franquicias,[]
1,169830,derechos,[]
1,169835,know how,[]
1,169840,licencias,[]
1,169899,ajustes por inflacion,[]
1,1699,provisiones,[]
1,17,diferidos,[]
1,1705,gastos pagados por anticipado,[]
1,170505,intereses,[]
1,170510,honorarios,[]
1,170515,comisiones,[]
1,170520,seguros y fianzas,[]
1,170525,arrendamientos,[]
1,170530,bodegajes,[]
1,170535,mantenimiento equipos,[]
1,170540,servicios,[]
1,170545,suscripciones,[]
1,170595,otros,[]
1,1710,cargos diferidos,[]
1,171004,organizacion y preoperativos,[]
1,171008,remodelaciones,[]
1,171012,"estudios, investigaciones y proyectos",[]
1,171016,programas para computador (software),[]
1,171020,utiles y papeleria,[]
1,171024,mejoras a propiedades ajenas,[]
1,171028,contribuciones y afiliaciones,[]
1,171032,entrenamiento de personal,[]
1,171036,ferias y exposiciones,[]
1,171040,licencias,[]
1,171044,"publicidad, propaganda y avisos",[]
1,171048,elementos de aseo y cafeteria,[]
1,171052,moldes y troqueles,[]
1,171056,instrumental quirurgico,[]
1,171060,dotacion y suministro a trabajadores,[]
1,171064,elementos de roperia y lenceria,[]
1,171068,loza y cristaleria,[]
1,171072,descuento en colocacion de bonos,[]
1,171076,"impuesto de renta diferido ""debitos"" por diferencias",[]
1,171080,concursos y licitaciones,[]
1,171095,otros,[]
1,171099,ajustes por inflacion,[]
1,1715,costos de exploracion por amortizar,[]
1,171505,pozos secos,[]
1,171510,pozos no comerciales,[]
1,171515,otros costos de exploracion,[]
1,171599,ajustes por inflacion,[]
1,1720,costos de explotacion y desarrollo,[]
1,172005,perforacion y explotacion,[]
1,172010,perforaciones campos en desarrollo,[]
1,172015,facilidades de produccion,[]
1,172020,servicio a pozos,[]
1,172099,ajustes por inflacion,[]
1,1730,cargos por correccion monetaria diferida,[]
1,1798,amortizacion acumulada,[]
1,179805,costos de exploracion por amortizar,[]
1,179810,costos de explotacion y desarrollo,[]
1,179899,ajustes por inflacion,[]
1,18,otros activos,[]
1,1805,bienes de arte y cultura,[]
1,180505,obras de arte,[]
1,180510,bibliotecas,[]
1,180595,otros,[]
1,180599,ajustes por inflacion,[]
1,1895,diversos,[]
1,189505,maquinas porteadoras,[]
1,189510,bienes entregados en comodato,[]
1,189515,amortizacion acumulada de bienes entregados en comodato (cr),[]
1,189520,bienes recibidos en pago,[]
1,189525,derechos sucesorales,[]
1,189530,estampillas,[]
1,189595,otros,[]
1,189599,ajustes por inflacion,[]
1,1899,provisiones,[]
1,189905,bienes de arte y cultura,[]
1,189995,diversos,[]
1,19,valorizaciones,[]
1,1905,de inversiones,[]
1,190505,acciones,[]
1,190510,cuotas o partes de interes social,[]
1,190515,derechos fiduciarios,[]
1,1910,de propiedades planta y equipo,[]
1,191004,terrenos,[]
1,191006,materiales proyectos petroleros,[]
1,191008,construcciones y edificaciones,[]
1,191012,maquinaria y equipo,[]
1,191016,equipo de oficina,[]
1,191020,equipo de computacion y comunicacion,[]
1,191024,equipo medico cientifico,[]
1,191028,equipo de hoteles y restaurantes,[]
1,191032,flota y equipo de transporte,[]
1,191036,flota y equipo fluvial y/o maritimo,[]
1,191040,flota y equipo aereo,[]
1,191044,flota y equipo ferreo,[]
1,191048,acueductos plantas y redes,[]
1,191052,armamento de vigilancia,[]
1,191056,envases y empaques,[]
1,191060,plantaciones agricolas y forestales,[]
1,191064,vias de comunicacion,[]
1,191068,minas y canteras,[]
1,191072,pozos artesianos,[]
1,191076,yacimientos,[]
1,191080,semovientes,[]
1,1995,de otros activos,[]
1,199505,bienes de arte y cultura,[]
1,199510,bienes entregados en comodato,[]
1,199515,bienes recibidos en pago,[]
1,199520,inventario de semovientes,[]
1,2,pasivo,[]
1,21,obligaciones financieras,[]
1,2105,bancos nacionales,[]
1,210505,sobregiros,[]
1,210510,pagares,[]
1,210515,cartas de credito,[]
1,210520,aceptaciones bancarias,[]
1,2110,bancos del exterior,[]
1,211005,sobregiros,[]
1,211010,pagares,[]
1,211015,cartas de credito,[]
1,211020,aceptaciones bancarias,[]
1,2115,corporaciones financieras,[]
1,211505,pagares,[]
1,211510,aceptaciones financieras,[]
1,211515,cartas de credito,[]
1,2120,compañias de financiamiento comercial,[]
1,212005,pagares,[]
1,212010,aceptaciones financieras,[]
1,2125,corporaciones de ahorro y vivienda,[]
1,212505,sobregiros,[]
1,212510,pagares,[]
1,212515,hipotecarias,[]
1,2130,entidades financieras del exterior,[]
1,2135,compromisos de recompra de inversiones negociadas,[]
1,213505,acciones,[]
1,213510,cuotas o partes de interes social,[]
1,213515,bonos,[]
1,213520,cedulas,[]
1,213525,certificados,[]
1,213530,papeles comerciales,[]
1,213535,titulos,[]
1,213540,aceptaciones bancarias o financieras,[]
1,213595,otros,[]
1,2140,compromisos de recompra de cartera negociada,[]
1,2145,obligaciones gubernamentales,[]
1,214505,gobierno nacional,[]
1,214510,entidades oficiales,[]
1,2195,otras obligaciones,[]
1,219505,particulares,[]
1,219510,compañias vinculadas,[]
1,219515,casa matriz,[]
1,219520,socios o accionistas,[]
1,219525,fondos y cooperativas,[]
1,219595,otras,[]
1,22,proveedores,[]
1,2205,nacionales,[]
1,2210,del exterior,[]
1,2215,cuentas corrientes comerciales,[]
1,2220,casa matriz,[]
1,2225,compañias vinculadas,[]
1,23,cuentas por pagar,[]
1,2305,cuentas corrientes comerciales,[]
1,2310,a casa matriz,[]
1,2315,a compañias vinculadas,[]
1,2320,a contratistas,[]
1,2330,ordenes de compra por utilizar,[]
1,2335,costos y gastos por  pagar,[]
1,233505,gastos financieros,[]
1,233510,gastos legales,[]
1,233515,"libros, suscripciones, periodicos y revistas",[]
1,233520,comisiones,[]
1,233525,honorarios,[]
1,233530,servicios tecnicos,[]
1,233535,servicios de mantenimiento,[]
1,233540,arrendamientos,[]
1,233545,"transportes, fletes y acarreos",[]
1,233550,servicios publicos,[]
1,233555,seguros,[]
1,233560,gastos de viaje,[]
1,233565,gastos de representacion y relaciones publicas,[]
1,233570,servicios aduaneros,[]
1,233595,otros,[]
1,2340,instalamentos por pagar,[]
1,2345,acreedores oficiales,[]
1,2350,regalias por pagar,[]
1,2355,deudas con accionistas o socios,[]
1,235505,accionistas,[]
1,235510,socios,[]
1,2360,dividendos o participaciones por pagar,[]
1,236005,dividendos,[]
1,236010,participaciones,[]
1,2365,retencion en la fuente,[]
1,236505,salarios y pagos laborales,[]
1,236510,dividendos y/o participaciones,[]
1,236515,honorarios,[]
1,236520,comisiones,[]
1,236525,servicios,[]
1,236530,arrendamientos,[]
1,236535,rendimientos financieros,[]
1,236540,compras,[]
1,236545,"loterias, rifas, apuestas y similares",[]
1,236550,por pagos al exterior,[]
1,236555,por ingresos obtenidos en el exterior,[]
1,236560,enajenacion propiedades planta y equipo personas naturales,[]
1,236565,por impuesto de timbre,[]
1,236570,otras retenciones y patrimonio,[]
1,236575,autorretenciones,[]
1,2370,retenciones y aportes de nomina,[]
1,237005,aportes al i.s.s.,[]
1,237010,"aportes al i.c.b.f., sena y cajas de compensacion",[]
1,237015,aportes al f.i.c.,[]
1,237025,embargos judiciales,[]
1,237030,libranzas,[]
1,237035,sindicatos,[]
1,237040,cooperativas,[]
1,237045,fondos,[]
1,237095,otros,[]
1,2375,cuotas por devolver,[]
1,2380,acreedores varios,[]
1,238005,depositarios,[]
1,238010,comisionistas de bolsas,[]
1,238015,sociedad administradora - fondos de inversion,[]
1,238020,reintegros por pagar,[]
1,238025,fondo de perseverancia,[]
1,238030,fondos de cesantias y/o pensiones,[]
1,238035,donaciones asignadas por pagar,[]
