,state_change_user_id,state_change_date,state,id_number,id_type,type,name,complete_name,person_ptr_id,legal_type
23,1,2022-08-29 22:01:34.481432+00:00,1,900346960,1,1,Global Tennis,Global Tennis S.A.S.,900346960,1
24,1,2022-08-29 22:01:34.508644+00:00,1,900087432,1,1,Granos y Proteinas,Granos y Proteinas S.A.S.,900087432,1
25,1,2022-08-29 22:01:34.678446+00:00,1,900420715,1,1,Grupo Empresarial Silver,Grupo Empresarial Silver S.A.S.,900420715,1
26,3,2022-08-29 22:01:34.718330+00:00,1,901159918,1,1,Ingeideas Laser,Ingeideas Laser S.A.S.,901159918,1
27,1,2022-08-29 22:01:34.428538+00:00,1,805001597,1,1,Innovaciones Plasticas,Innovaciones Plasticas S.A.S.,805001597,1
28,1,2022-08-29 22:01:34.691038+00:00,1,901149951,1,1,La Bodeguita Cotic,La Bodeguita Cotic S.A.S.,901149951,1
29,3,2022-08-29 22:01:34.771515+00:00,1,900292996,1,1,Los Alamillos,Los Alamillos S.A.,900292996,0
30,1,2022-08-29 22:01:34.401185+00:00,1,900582366,1,1,Maquinpro de Colombia,Maquinpro de Colombia S.A.S.,900582366,1
31,1,2022-08-29 22:01:34.410274+00:00,1,900245885,1,1,Mulplast,Mulplast S.A.S.,900245885,1
32,1,2022-08-29 22:01:34.471858+00:00,1,901063279,1,1,O´Celeste,O´Celeste S.A.S.,901063279,1
33,1,2022-08-29 22:01:34.462829+00:00,1,900672393,1,1,Palmiplast Industrias,Palmiplast Industrias S.A.S.,900672393,1
34,1,2022-08-29 22:01:34.454221+00:00,1,830134857,1,1,Prodeplasticos,Prodeplasticos S.A.S.,830134857,1
35,1,2022-08-29 22:01:34.581252+00:00,1,890328485,1,1,Productos de Caucho y Lona,Productos de Caucho y Lona S.A.S.,890328485,1
36,1,2022-08-29 22:01:34.437044+00:00,1,900575356,1,1,QW Health de Colombia,QW Health de Colombia S.A.S.,900575356,1
37,1,2022-08-29 22:01:34.490676+00:00,1,890930227,1,1,ROR Ingenieria,ROR Ingenieria S.A.S.,890930227,1
38,1,2022-08-29 22:01:34.572078+00:00,1,890204680,1,1,Representaciones Especiales,Representaciones Especiales LTDA.,890204680,2
39,3,2022-08-29 22:01:34.709369+00:00,1,901411596,1,1,Sepia Arte y Diseño,Sepia Arte y Diseño S.A.S.,901411596,1
40,1,2022-08-29 22:01:34.499608+00:00,1,900570334,1,1,Someda Intagrated,Someda Intagrated S.A.S.,900570334,1
41,3,2022-08-29 22:01:34.762799+00:00,1,900690709,1,1,Transporte Carlos A. Collazos,Transporte Carlos A. Collazos S.A.S.,900690709,1
42,1,2022-08-29 22:01:34.700201+00:00,1,805004110,1,1,Uniescolar Papeleria,Uniescolar Papeleria LTDA.,805004110,2
43,1,2022-08-29 22:01:34.543854+00:00,1,900719717,1,1,Universal de Aceros y Trifilados,Universal de Aceros y Trifilados S.A.S.,900719717,1
