,id,state_change_user_id,state_change_date,state,ledger_id,account_id,value,concept_id,settled
66,67,1,2022-11-23 13:59:08.837443+00:00,1,CA-00000034,13802005,700000,Canon Mensual Arriendo Inmueble^2022-01-01_A6N-13N-62-S302^2021-08-01,False
67,68,1,2022-11-23 13:59:08.846662+00:00,1,CA-00000034,913005,-700000,Canon Mensual Arriendo Inmueble^2022-01-01_A6N-13N-62-S302^2021-08-01,False
68,69,1,2022-11-23 13:59:08.934099+00:00,1,CA-00000035,13802005,750000,Canon Mensual Arriendo Inmueble^2022-01-01_A6N-13N-62-S305^2021-02-01,False
69,70,1,2022-11-23 13:59:08.954581+00:00,1,CA-00000035,913005,-750000,Canon Mensual Arriendo Inmueble^2022-01-01_A6N-13N-62-S305^2021-02-01,False
70,71,1,2022-11-23 13:59:08.994947+00:00,1,CA-00000036,13802005,458000,Canon Mensual Arriendo Inmueble^2022-01-01_A6N-13N-62-S306^2018-06-01,False
71,72,1,2022-11-23 13:59:09.014894+00:00,1,CA-00000036,913005,-458000,Canon Mensual Arriendo Inmueble^2022-01-01_A6N-13N-62-S306^2018-06-01,False
72,73,1,2022-11-23 13:59:09.070782+00:00,1,CA-00000037,13802005,390000,Canon Mensual Arriendo Inmueble^2022-01-01_A6N-13N-62-S310^2021-12-01,False
73,74,1,2022-11-23 13:59:09.091181+00:00,1,CA-00000037,913005,-390000,Canon Mensual Arriendo Inmueble^2022-01-01_A6N-13N-62-S310^2021-12-01,False
74,75,1,2022-11-23 13:59:09.136320+00:00,1,CA-00000038,13802005,390000,Canon Mensual Arriendo Inmueble^2022-01-01_A6N-13N-62-S311^2021-11-01,False
75,76,1,2022-11-23 13:59:09.155521+00:00,1,CA-00000038,913005,-390000,Canon Mensual Arriendo Inmueble^2022-01-01_A6N-13N-62-S311^2021-11-01,False
76,77,1,2022-11-23 13:59:09.204853+00:00,1,CA-00000039,13802005,490000,Canon Mensual Arriendo Inmueble^2022-01-01_A6N-13N-62-S312^2017-06-01,False
77,78,1,2022-11-23 13:59:09.224628+00:00,1,CA-00000039,913005,-490000,Canon Mensual Arriendo Inmueble^2022-01-01_A6N-13N-62-S312^2017-06-01,False
78,79,1,2022-11-23 13:59:09.278791+00:00,1,CA-00000040,13802005,455000,Canon Mensual Arriendo Inmueble^2022-01-01_A6N-13N-62-S314^2019-06-01,False
79,80,1,2022-11-23 13:59:09.300454+00:00,1,CA-00000040,913005,-455000,Canon Mensual Arriendo Inmueble^2022-01-01_A6N-13N-62-S314^2019-06-01,False
80,81,1,2022-11-23 13:59:09.353872+00:00,1,CA-00000041,13802005,310000,Canon Mensual Arriendo Inmueble^2022-01-01_A6N-13N-62-S315^2019-08-01,False
81,82,1,2022-11-23 13:59:09.373810+00:00,1,CA-00000041,913005,-310000,Canon Mensual Arriendo Inmueble^2022-01-01_A6N-13N-62-S315^2019-08-01,False
82,83,1,2022-11-23 13:59:09.419904+00:00,1,CA-00000042,13802005,290000,Canon Mensual Arriendo Inmueble^2022-01-01_A6N-13N-62-S318^2021-08-01,False
83,84,1,2022-11-23 13:59:09.440511+00:00,1,CA-00000042,913005,-290000,Canon Mensual Arriendo Inmueble^2022-01-01_A6N-13N-62-S318^2021-08-01,False
84,85,1,2022-11-23 13:59:09.499615+00:00,1,CA-00000043,13802005,470000,Canon Mensual Arriendo Inmueble^2022-01-01_A6N-13N-62-S319^2021-08-01,False
85,86,1,2022-11-23 13:59:09.521076+00:00,1,CA-00000043,913005,-470000,Canon Mensual Arriendo Inmueble^2022-01-01_A6N-13N-62-S319^2021-08-01,False
86,87,1,2022-11-23 13:59:09.569907+00:00,1,CA-00000044,13802005,480000,Canon Mensual Arriendo Inmueble^2022-01-01_A6N-13N-62-S322^2021-01-01,False
87,88,1,2022-11-23 13:59:09.589469+00:00,1,CA-00000044,913005,-480000,Canon Mensual Arriendo Inmueble^2022-01-01_A6N-13N-62-S322^2021-01-01,False
88,89,1,2022-11-23 13:59:09.646266+00:00,1,CA-00000045,13802005,730000,Canon Mensual Arriendo Inmueble^2022-01-01_A6N-13N-66^2019-04-01,False
89,90,1,2022-11-23 13:59:09.668013+00:00,1,CA-00000045,913005,-730000,Canon Mensual Arriendo Inmueble^2022-01-01_A6N-13N-66^2019-04-01,False
90,91,1,2022-11-23 13:59:09.723894+00:00,1,CA-00000046,13802005,2600000,Canon Mensual Arriendo Inmueble^2022-01-01_A6N-13N-68^1999-02-01,False
91,92,1,2022-11-23 13:59:09.744120+00:00,1,CA-00000046,913005,-2600000,Canon Mensual Arriendo Inmueble^2022-01-01_A6N-13N-68^1999-02-01,False
92,93,1,2022-11-23 13:59:09.797637+00:00,1,CA-00000047,13802005,950000,Canon Mensual Arriendo Inmueble^2022-01-01_C18-1N-33^2021-10-01,False
93,94,1,2022-11-23 13:59:09.817355+00:00,1,CA-00000047,913005,-950000,Canon Mensual Arriendo Inmueble^2022-01-01_C18-1N-33^2021-10-01,False
94,95,1,2022-11-23 13:59:09.863462+00:00,1,CA-00000048,13802005,2700000,Canon Mensual Arriendo Inmueble^2022-01-01_C18-1N-41^2021-02-01,False
95,96,1,2022-11-23 13:59:09.883285+00:00,1,CA-00000048,913005,-2700000,Canon Mensual Arriendo Inmueble^2022-01-01_C18-1N-41^2021-02-01,False
96,97,1,2022-11-23 13:59:09.931789+00:00,1,CA-00000049,13802005,1440000,Canon Mensual Arriendo Inmueble^2022-01-01_K1-17-37^2012-02-01,False
97,98,1,2022-11-23 13:59:09.968551+00:00,1,CA-00000049,913005,-1440000,Canon Mensual Arriendo Inmueble^2022-01-01_K1-17-37^2012-02-01,False
98,99,1,2022-11-23 13:59:10.038418+00:00,1,CA-00000050,13802005,1650000,Canon Mensual Arriendo Inmueble^2022-01-01_K1-17-47^2021-10-01,False
99,100,1,2022-11-23 13:59:10.058236+00:00,1,CA-00000050,913005,-1650000,Canon Mensual Arriendo Inmueble^2022-01-01_K1-17-47^2021-10-01,False
100,101,1,2022-11-23 13:59:10.111454+00:00,1,CA-00000051,13802005,1785000,Canon Mensual Arriendo Inmueble^2022-01-01_K1-17-53^2017-06-01,False
101,102,1,2022-11-23 13:59:10.131260+00:00,1,CA-00000051,913005,-1785000,Canon Mensual Arriendo Inmueble^2022-01-01_K1-17-53^2017-06-01,False
102,103,1,2022-11-23 13:59:10.178762+00:00,1,CA-00000052,13802005,2450000,Canon Mensual Arriendo Inmueble^2022-01-01_K1-17-57^2001-09-01,False
103,104,1,2022-11-23 13:59:10.205233+00:00,1,CA-00000052,913005,-2450000,Canon Mensual Arriendo Inmueble^2022-01-01_K1-17-57^2001-09-01,False
104,105,1,2022-11-23 13:59:10.277057+00:00,1,CA-00000053,13802005,467000,Canon Mensual Arriendo Inmueble^2022-01-08_A6N-13N-62-S211^2017-03-08,False
105,106,1,2022-11-23 13:59:10.296337+00:00,1,CA-00000053,913005,-467000,Canon Mensual Arriendo Inmueble^2022-01-08_A6N-13N-62-S211^2017-03-08,False
106,107,1,2022-11-23 13:59:10.343673+00:00,1,CA-00000054,13802005,468000,Canon Mensual Arriendo Inmueble^2022-01-09_A6N-13N-62-S219^2004-02-09,False
107,108,1,2022-11-23 13:59:10.363691+00:00,1,CA-00000054,913005,-468000,Canon Mensual Arriendo Inmueble^2022-01-09_A6N-13N-62-S219^2004-02-09,False
108,109,1,2022-11-23 13:59:10.410327+00:00,1,CA-00000055,13802005,347000,Canon Mensual Arriendo Inmueble^2022-01-13_A6N-13N-62-S321^1996-08-13,False
109,110,1,2022-11-23 13:59:10.435983+00:00,1,CA-00000055,913005,-347000,Canon Mensual Arriendo Inmueble^2022-01-13_A6N-13N-62-S321^1996-08-13,False
110,111,1,2022-11-23 13:59:10.485461+00:00,1,CA-00000056,13802005,342000,Canon Mensual Arriendo Inmueble^2022-01-15_A6N-13N-62-S221^2018-06-15,False
111,112,1,2022-11-23 13:59:10.504846+00:00,1,CA-00000056,913005,-342000,Canon Mensual Arriendo Inmueble^2022-01-15_A6N-13N-62-S221^2018-06-15,False
112,113,1,2022-11-23 13:59:10.566253+00:00,1,CA-00000057,13802005,1717000,Canon Mensual Arriendo Inmueble^2022-01-15_K1-17-43^2017-07-15,False
113,114,1,2022-11-23 13:59:10.593326+00:00,1,CA-00000057,913005,-1717000,Canon Mensual Arriendo Inmueble^2022-01-15_K1-17-43^2017-07-15,False
114,115,1,2022-11-23 13:59:10.638120+00:00,1,CA-00000058,13802005,478000,Canon Mensual Arriendo Inmueble^2022-01-20_A6N-13N-62-S210^2017-03-20,False
115,116,1,2022-11-23 13:59:10.657621+00:00,1,CA-00000058,913005,-478000,Canon Mensual Arriendo Inmueble^2022-01-20_A6N-13N-62-S210^2017-03-20,False
116,117,1,2022-11-23 13:59:10.703470+00:00,1,CA-00000059,13802005,465000,Canon Mensual Arriendo Inmueble^2022-01-21_A6N-13N-62-S209^2006-03-21,False
117,118,1,2022-11-23 13:59:10.722895+00:00,1,CA-00000059,913005,-465000,Canon Mensual Arriendo Inmueble^2022-01-21_A6N-13N-62-S209^2006-03-21,False
118,119,1,2022-11-23 13:59:10.777235+00:00,1,CA-00000060,13802005,1065000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-O1^2015-01-01,False
119,120,1,2022-11-23 13:59:10.796469+00:00,1,CA-00000060,913005,-1065000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-O1^2015-01-01,False
120,121,1,2022-11-23 13:59:10.844266+00:00,1,CA-00000061,13802005,1100000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S101^2021-04-01,False
121,122,1,2022-11-23 13:59:10.871808+00:00,1,CA-00000061,913005,-1100000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S101^2021-04-01,False
122,123,1,2022-11-23 13:59:10.942690+00:00,1,CA-00000062,13802005,940000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S102^2021-10-01,False
123,124,1,2022-11-23 13:59:10.963010+00:00,1,CA-00000062,913005,-940000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S102^2021-10-01,False
124,125,1,2022-11-23 13:59:11.009870+00:00,1,CA-00000063,13802005,790000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S103^2020-06-01,False
125,126,1,2022-11-23 13:59:11.029900+00:00,1,CA-00000063,913005,-790000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S103^2020-06-01,False
126,127,1,2022-11-23 13:59:11.079122+00:00,1,CA-00000064,13802005,840000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S104^2021-08-01,False
127,128,1,2022-11-23 13:59:11.098843+00:00,1,CA-00000064,913005,-840000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S104^2021-08-01,False
128,129,1,2022-11-23 13:59:11.144604+00:00,1,CA-00000065,13802005,850000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S105^2021-09-01,False
129,130,1,2022-11-23 13:59:11.169361+00:00,1,CA-00000065,913005,-850000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S105^2021-09-01,False
130,131,1,2022-11-23 13:59:11.216497+00:00,1,CA-00000066,13802005,638000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S108^2016-12-01,False
131,132,1,2022-11-23 13:59:11.235730+00:00,1,CA-00000066,913005,-638000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S108^2016-12-01,False
132,133,1,2022-11-23 13:59:11.281869+00:00,1,CA-00000067,13802005,450000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S109^2021-07-01,False
133,134,1,2022-11-23 13:59:11.301337+00:00,1,CA-00000067,913005,-450000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S109^2021-07-01,False
134,135,1,2022-11-23 13:59:11.352653+00:00,1,CA-00000068,13802005,530000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S110^2021-09-01,False
135,136,1,2022-11-23 13:59:11.372502+00:00,1,CA-00000068,913005,-530000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S110^2021-09-01,False
136,137,1,2022-11-23 13:59:11.442891+00:00,1,CA-00000069,13802005,700000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S111^2021-04-01,False
137,138,1,2022-11-23 13:59:11.472063+00:00,1,CA-00000069,913005,-700000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S111^2021-04-01,False
138,139,1,2022-11-23 13:59:11.538033+00:00,1,CA-00000070,13802005,560000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S112^2015-04-01,False
139,140,1,2022-11-23 13:59:11.557982+00:00,1,CA-00000070,913005,-560000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S112^2015-04-01,False
140,141,1,2022-11-23 13:59:11.603334+00:00,1,CA-00000071,13802005,530000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S114^2021-09-01,False
141,142,1,2022-11-23 13:59:11.631829+00:00,1,CA-00000071,913005,-530000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S114^2021-09-01,False
142,143,1,2022-11-23 13:59:11.707432+00:00,1,CA-00000072,13802005,830000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S201^2021-10-01,False
143,144,1,2022-11-23 13:59:11.728751+00:00,1,CA-00000072,913005,-830000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S201^2021-10-01,False
144,145,1,2022-11-23 13:59:11.775606+00:00,1,CA-00000073,13802005,700000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S202^2021-10-01,False
145,146,1,2022-11-23 13:59:11.794419+00:00,1,CA-00000073,913005,-700000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S202^2021-10-01,False
146,147,1,2022-11-23 13:59:11.839714+00:00,1,CA-00000074,13802005,650000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S204^2021-09-01,False
147,148,1,2022-11-23 13:59:11.859518+00:00,1,CA-00000074,913005,-650000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S204^2021-09-01,False
148,149,1,2022-11-23 13:59:11.906510+00:00,1,CA-00000075,13802005,750000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S205^2020-08-01,False
149,150,1,2022-11-23 13:59:11.927145+00:00,1,CA-00000075,913005,-750000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S205^2020-08-01,False
150,151,1,2022-11-23 13:59:11.977455+00:00,1,CA-00000076,13802005,485000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S207^2004-03-01,False
151,152,1,2022-11-23 13:59:11.996420+00:00,1,CA-00000076,913005,-485000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S207^2004-03-01,False
152,153,1,2022-11-23 13:59:12.041732+00:00,1,CA-00000077,13802005,390000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S208^2021-10-01,False
153,154,1,2022-11-23 13:59:12.061324+00:00,1,CA-00000077,913005,-390000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S208^2021-10-01,False
154,155,1,2022-11-23 13:59:12.130620+00:00,1,CA-00000078,13802005,467000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S212^2011-09-01,False
155,156,1,2022-11-23 13:59:12.152880+00:00,1,CA-00000078,913005,-467000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S212^2011-09-01,False
156,157,1,2022-11-23 13:59:12.195045+00:00,1,CA-00000079,13802005,467000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S214^2018-10-01,False
157,158,1,2022-11-23 13:59:12.213201+00:00,1,CA-00000079,913005,-467000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S214^2018-10-01,False
158,159,1,2022-11-23 13:59:12.255848+00:00,1,CA-00000080,13802005,496000,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S217^2018-12-01,False
