,id,state_change_user_id,state_change_date,state,lease_id,realty_id,primary
24,25,1,2022-11-02 15:32:14.083491+00:00,1,A6N-13N-62-S211^2017-03-08,A6N-13N-62-S211,True
25,26,1,2022-11-02 15:32:14.083505+00:00,1,A6N-13N-62-S212^2011-09-01,A6N-13N-62-S212,True
26,27,1,2022-11-02 15:32:14.083519+00:00,1,A6N-13N-62-S214^2018-10-01,A6N-13N-62-S214,True
27,28,1,2022-11-02 15:32:14.083533+00:00,1,A6N-13N-62-S217^2018-12-01,A6N-13N-62-S217,True
28,29,1,2022-11-02 15:32:14.083547+00:00,1,A6N-13N-62-S219^2004-02-09,A6N-13N-62-S219,True
29,30,1,2022-11-02 15:32:14.083561+00:00,1,A6N-13N-62-S221^2018-06-15,A6N-13N-62-S221,True
30,31,1,2022-11-02 15:32:14.083576+00:00,1,A6N-13N-62-S222^2022-06-01,A6N-13N-62-S222,True
31,32,1,2022-11-02 15:32:14.083590+00:00,1,A6N-13N-62-S301^2021-08-01,A6N-13N-62-S301,True
32,33,1,2022-11-02 15:32:14.083604+00:00,1,A6N-13N-62-S302^2021-08-01,A6N-13N-62-S302,True
33,34,1,2022-11-02 15:32:14.083618+00:00,1,A6N-13N-62-S303^2022-03-01,A6N-13N-62-S303,True
34,35,1,2022-11-02 15:32:14.083632+00:00,1,A6N-13N-62-S304^2022-04-01,A6N-13N-62-S304,True
35,36,1,2022-11-02 15:32:14.083647+00:00,1,A6N-13N-62-S305^2021-02-01,A6N-13N-62-S305,True
36,37,1,2022-11-02 15:32:14.083661+00:00,1,A6N-13N-62-S306^2018-06-01,A6N-13N-62-S306,True
37,38,1,2022-11-02 15:32:14.083675+00:00,1,A6N-13N-62-S308^2022-03-01,A6N-13N-62-S308,True
38,39,1,2022-11-02 15:32:14.083689+00:00,1,A6N-13N-62-S308^2022-07-01,A6N-13N-62-S308,True
39,40,1,2022-11-02 15:32:14.083704+00:00,1,A6N-13N-62-S309^2022-03-01,A6N-13N-62-S309,True
40,41,1,2022-11-02 15:32:14.083718+00:00,1,A6N-13N-62-S310^2021-12-01,A6N-13N-62-S310,True
41,42,1,2022-11-02 15:32:14.083732+00:00,1,A6N-13N-62-S310^2022-07-01,A6N-13N-62-S310,True
42,43,1,2022-11-02 15:32:14.083746+00:00,1,A6N-13N-62-S311^2021-11-01,A6N-13N-62-S311,True
43,44,1,2022-11-02 15:32:14.083761+00:00,1,A6N-13N-62-S312^2017-06-01,A6N-13N-62-S312,True
44,45,1,2022-11-02 15:32:14.083775+00:00,1,A6N-13N-62-S314^2019-06-01,A6N-13N-62-S314,True
45,46,1,2022-11-02 15:32:14.083789+00:00,1,A6N-13N-62-S315^2019-08-01,A6N-13N-62-S315,True
46,47,1,2022-11-02 15:32:14.083803+00:00,1,A6N-13N-62-S317^2022-06-01,A6N-13N-62-S317,True
47,48,1,2022-11-02 15:32:14.083833+00:00,1,A6N-13N-62-S318^2021-08-01,A6N-13N-62-S318,True
48,49,1,2022-11-02 15:32:14.083857+00:00,1,A6N-13N-62-S319^2021-08-01,A6N-13N-62-S319,True
49,50,1,2022-11-02 15:32:14.083873+00:00,1,A6N-13N-62-S321^1996-08-13,A6N-13N-62-S321,True
50,51,1,2022-11-02 15:32:14.083888+00:00,1,A6N-13N-62-S322^2021-01-01,A6N-13N-62-S322,True
51,52,1,2022-11-02 15:32:14.083902+00:00,1,A6N-13N-66^2019-04-01,A6N-13N-66,True
52,53,1,2022-11-02 15:32:14.083916+00:00,1,A6N-13N-68^1999-02-01,A6N-13N-68,True
53,54,1,2022-11-02 15:32:14.083931+00:00,1,A6N-13N-62-S301^2022-10-01,A6N-13N-62-S301,True
54,55,1,2022-11-02 15:32:14.083945+00:00,1,A6N-13N-62-S202^2022-10-01,A6N-13N-62-S202,True
55,56,1,2022-11-02 15:32:14.083960+00:00,1,K1-17-57^2001-09-01,K1-17-57,True
56,57,1,2022-11-02 15:32:14.083974+00:00,1,K1-17-53^2017-06-01,K1-17-53,True
57,58,1,2022-11-02 15:32:14.083988+00:00,1,C18-1N-39^2022-03-01,C18-1N-39,True
58,59,1,2022-11-02 15:32:14.084002+00:00,1,C18-1N-39^2022-03-01,C18-1N-43,False
59,60,1,2022-11-02 15:32:14.084017+00:00,1,K1-17-43^2017-07-15,K1-17-43,True
60,61,1,2022-11-02 15:32:14.084031+00:00,1,K1-17-47^2021-10-01,K1-17-47,True
61,62,1,2022-11-02 15:32:14.084046+00:00,1,C18-1N-33^2021-10-01,C18-1N-33,True
62,63,1,2022-11-02 15:32:14.084060+00:00,1,C18-1N-41^2021-02-01,C18-1N-41,True
63,64,1,2022-11-02 15:32:14.084074+00:00,1,K1-17-37^2012-02-01,K1-17-37,True
