,id,state_change_user_id,state_change_date,state,accountable_id,transaction_type_id,ledger_template_id,date_applicable
44,45,1,2022-11-22 23:53:16.152099+00:00,2,A6N-13N-62-S314^2019-06-01,Canon Mensual Arriendo Inmueble,CA-Canon Mensual Arriendo Inmueble,2022-01-01
45,46,1,2022-11-22 23:53:16.152109+00:00,2,A6N-13N-62-S315^2019-08-01,Canon Mensual Arriendo Inmueble,CA-Canon Mensual Arriendo Inmueble,2022-01-01
46,47,1,2022-11-22 23:53:16.152118+00:00,2,A6N-13N-62-S317^2022-06-01,Canon Mensual Arriendo Inmueble,CA-Canon Mensual Arriendo Inmueble,2022-06-03
47,48,1,2022-11-22 23:53:16.152127+00:00,2,A6N-13N-62-S318^2021-08-01,Canon Mensual Arriendo Inmueble,CA-Canon Mensual Arriendo Inmueble,2022-01-01
48,49,1,2022-11-22 23:53:16.152137+00:00,2,A6N-13N-62-S319^2021-08-01,Canon Mensual Arriendo Inmueble,CA-Canon Mensual Arriendo Inmueble,2022-01-01
49,50,1,2022-11-22 23:53:16.152145+00:00,2,A6N-13N-62-S321^1996-08-13,Canon Mensual Arriendo Inmueble,CA-Canon Mensual Arriendo Inmueble,2022-01-13
50,51,1,2022-11-22 23:53:16.152154+00:00,2,A6N-13N-62-S322^2021-01-01,Canon Mensual Arriendo Inmueble,CA-Canon Mensual Arriendo Inmueble,2022-01-01
51,52,1,2022-11-22 23:53:16.152164+00:00,2,A6N-13N-66^2019-04-01,Canon Mensual Arriendo Inmueble,CA-Canon Mensual Arriendo Inmueble,2022-01-01
52,53,1,2022-11-22 23:53:16.152173+00:00,2,A6N-13N-68^1999-02-01,Canon Mensual Arriendo Inmueble,CA-Canon Mensual Arriendo Inmueble,2022-01-01
53,54,1,2022-11-22 23:53:16.152182+00:00,2,A6N-13N-62-S301^2022-10-01,Canon Mensual Arriendo Inmueble,CA-Canon Mensual Arriendo Inmueble,2022-09-17
54,55,1,2022-11-22 23:53:16.152192+00:00,2,A6N-13N-62-S202^2022-10-01,Canon Mensual Arriendo Inmueble,CA-Canon Mensual Arriendo Inmueble,2022-09-22
55,56,1,2022-11-22 23:53:16.152201+00:00,2,K1-17-57^2001-09-01,Canon Mensual Arriendo Inmueble,CA-Canon Mensual Arriendo Inmueble,2021-12-01
56,57,1,2022-11-22 23:53:16.152211+00:00,2,K1-17-53^2017-06-01,Canon Mensual Arriendo Inmueble,CA-Canon Mensual Arriendo Inmueble,2022-01-01
57,58,1,2022-11-22 23:53:16.152220+00:00,2,C18-1N-39^2022-03-01,Canon Mensual Arriendo Inmueble,CA-Canon Mensual Arriendo Inmueble,2022-04-01
58,59,1,2022-11-22 23:53:16.152230+00:00,2,K1-17-43^2017-07-15,Canon Mensual Arriendo Inmueble,CA-Canon Mensual Arriendo Inmueble,2022-01-15
59,60,1,2022-11-22 23:53:16.152240+00:00,2,K1-17-47^2021-10-01,Canon Mensual Arriendo Inmueble,CA-Canon Mensual Arriendo Inmueble,2022-01-01
60,61,1,2022-11-22 23:53:16.152249+00:00,2,C18-1N-33^2021-10-01,Canon Mensual Arriendo Inmueble,CA-Canon Mensual Arriendo Inmueble,2021-12-01
61,62,1,2022-11-22 23:53:16.152258+00:00,2,C18-1N-41^2021-02-01,Canon Mensual Arriendo Inmueble,CA-Canon Mensual Arriendo Inmueble,2022-01-01
62,63,1,2022-11-22 23:53:16.152268+00:00,2,K1-17-37^2012-02-01,Canon Mensual Arriendo Inmueble,CA-Canon Mensual Arriendo Inmueble,2021-12-01
63,64,1,2022-11-22 23:53:16.152277+00:00,2,A6N-13N-62-O1^2015-01-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
64,65,1,2022-11-22 23:53:16.152287+00:00,2,A6N-13N-62-S101^2021-04-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
65,66,1,2022-11-22 23:53:16.152297+00:00,2,A6N-13N-62-S102^2021-10-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
66,67,1,2022-11-22 23:53:16.152307+00:00,2,A6N-13N-62-S103^2020-06-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
67,68,1,2022-11-22 23:53:16.152316+00:00,2,A6N-13N-62-S103^2022-05-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-05-01
68,69,1,2022-11-22 23:53:16.152326+00:00,2,A6N-13N-62-S104^2021-08-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
69,70,1,2022-11-22 23:53:16.152335+00:00,2,A6N-13N-62-S105^2021-09-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
70,71,1,2022-11-22 23:53:16.152344+00:00,2,A6N-13N-62-S108^2016-12-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
71,72,1,2022-11-22 23:53:16.152353+00:00,2,A6N-13N-62-S109^2021-07-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
72,73,1,2022-11-22 23:53:16.152362+00:00,2,A6N-13N-62-S110^2021-09-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
73,74,1,2022-11-22 23:53:16.152371+00:00,2,A6N-13N-62-S111^2021-04-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
74,75,1,2022-11-22 23:53:16.152381+00:00,2,A6N-13N-62-S111^2022-07-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-06-25
75,76,1,2022-11-22 23:53:16.152391+00:00,2,A6N-13N-62-S112^2015-04-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
76,77,1,2022-11-22 23:53:16.152400+00:00,2,A6N-13N-62-S114^2021-09-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
77,78,1,2022-11-22 23:53:16.152410+00:00,2,A6N-13N-62-S201^2021-10-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
78,79,1,2022-11-22 23:53:16.152420+00:00,2,A6N-13N-62-S202^2021-10-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
79,80,1,2022-11-22 23:53:16.152429+00:00,2,A6N-13N-62-S203^2020-10-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
80,81,1,2022-11-22 23:53:16.152439+00:00,2,A6N-13N-62-S203^2022-04-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-04-01
81,82,1,2022-11-22 23:53:16.152448+00:00,2,A6N-13N-62-S204^2021-09-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
82,83,1,2022-11-22 23:53:16.152457+00:00,2,A6N-13N-62-S205^2020-08-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
83,84,1,2022-11-22 23:53:16.152466+00:00,2,A6N-13N-62-S207^2004-03-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
84,85,1,2022-11-22 23:53:16.152476+00:00,2,A6N-13N-62-S208^2021-10-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
85,86,1,2022-11-22 23:53:16.152485+00:00,2,A6N-13N-62-S209^2006-03-21,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2021-12-21
86,87,1,2022-11-22 23:53:16.152494+00:00,2,A6N-13N-62-S210^2017-03-20,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2021-12-20
87,88,1,2022-11-22 23:53:16.152504+00:00,2,A6N-13N-62-S211^2017-03-08,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-08
88,89,1,2022-11-22 23:53:16.152513+00:00,2,A6N-13N-62-S212^2011-09-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
89,90,1,2022-11-22 23:53:16.152522+00:00,2,A6N-13N-62-S214^2018-10-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
90,91,1,2022-11-22 23:53:16.152531+00:00,2,A6N-13N-62-S217^2018-12-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2021-11-01
91,92,1,2022-11-22 23:53:16.152540+00:00,2,A6N-13N-62-S219^2004-02-09,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-09
92,93,1,2022-11-22 23:53:16.152550+00:00,2,A6N-13N-62-S221^2018-06-15,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-15
93,94,1,2022-11-22 23:53:16.152560+00:00,2,A6N-13N-62-S222^2022-06-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-06-01
94,95,1,2022-11-22 23:53:16.152569+00:00,2,A6N-13N-62-S301^2021-08-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
95,96,1,2022-11-22 23:53:16.152579+00:00,2,A6N-13N-62-S302^2021-08-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2021-12-01
96,97,1,2022-11-22 23:53:16.152588+00:00,2,A6N-13N-62-S303^2022-03-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-02-07
97,98,1,2022-11-22 23:53:16.152598+00:00,2,A6N-13N-62-S304^2022-04-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-04-01
98,99,1,2022-11-22 23:53:16.152607+00:00,2,A6N-13N-62-S305^2021-02-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
99,100,1,2022-11-22 23:53:16.152617+00:00,2,A6N-13N-62-S306^2018-06-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2021-11-01
100,101,1,2022-11-22 23:53:16.152626+00:00,2,A6N-13N-62-S308^2022-03-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-03-01
101,102,1,2022-11-22 23:53:16.152635+00:00,2,A6N-13N-62-S308^2022-07-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-07-01
102,103,1,2022-11-22 23:53:16.152644+00:00,2,A6N-13N-62-S309^2022-03-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-03-01
103,104,1,2022-11-22 23:53:16.152654+00:00,2,A6N-13N-62-S310^2021-12-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
104,105,1,2022-11-22 23:53:16.152663+00:00,2,A6N-13N-62-S310^2022-07-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-07-01
105,106,1,2022-11-22 23:53:16.152672+00:00,2,A6N-13N-62-S311^2021-11-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
106,107,1,2022-11-22 23:53:16.152682+00:00,2,A6N-13N-62-S312^2017-06-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
107,108,1,2022-11-22 23:53:16.152692+00:00,2,A6N-13N-62-S314^2019-06-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
108,109,1,2022-11-22 23:53:16.152701+00:00,2,A6N-13N-62-S315^2019-08-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
109,110,1,2022-11-22 23:53:16.152711+00:00,2,A6N-13N-62-S317^2022-06-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-06-03
110,111,1,2022-11-22 23:53:16.152720+00:00,2,A6N-13N-62-S318^2021-08-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
111,112,1,2022-11-22 23:53:16.152729+00:00,2,A6N-13N-62-S319^2021-08-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
112,113,1,2022-11-22 23:53:16.152738+00:00,2,A6N-13N-62-S321^1996-08-13,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-13
113,114,1,2022-11-22 23:53:16.152747+00:00,2,A6N-13N-62-S322^2021-01-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
114,115,1,2022-11-22 23:53:16.152756+00:00,2,A6N-13N-66^2019-04-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
115,116,1,2022-11-22 23:53:16.152765+00:00,2,A6N-13N-68^1999-02-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-01-01
116,117,1,2022-11-22 23:53:16.152775+00:00,2,A6N-13N-62-S301^2022-10-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-09-17
117,118,1,2022-11-22 23:53:16.152784+00:00,2,A6N-13N-62-S202^2022-10-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2022-09-22
118,119,1,2022-11-22 23:53:16.152794+00:00,2,K1-17-57^2001-09-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble con IVA,2021-12-01
119,120,1,2022-11-22 23:53:16.152803+00:00,2,K1-17-53^2017-06-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble con IVA,2022-01-01
120,121,1,2022-11-22 23:53:16.152813+00:00,2,C18-1N-39^2022-03-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble con IVA,2022-04-01
121,122,1,2022-11-22 23:53:16.152822+00:00,2,K1-17-43^2017-07-15,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble con IVA,2022-01-15
122,123,1,2022-11-22 23:53:16.152831+00:00,2,K1-17-47^2021-10-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble con IVA,2022-01-01
123,124,1,2022-11-22 23:53:16.152841+00:00,2,C18-1N-33^2021-10-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble,2021-12-01
124,125,1,2022-11-22 23:53:16.155405+00:00,2,C18-1N-33^2021-10-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble con IVA,2022-01-01
125,126,1,2022-11-22 23:53:16.155450+00:00,2,C18-1N-41^2021-02-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble con IVA,2022-01-01
126,127,1,2022-11-22 23:53:16.155478+00:00,2,K1-17-37^2012-02-01,Canon Mensual Arriendo Inmueble,FV-Canon Mensual Arriendo Inmueble con IVA,2021-12-01
127,128,1,2022-11-22 23:53:16.155504+00:00,2,A6N-13N-62-O1^2015-01-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
128,129,1,2022-11-22 23:53:16.155528+00:00,2,A6N-13N-62-S101^2021-04-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
129,130,1,2022-11-22 23:53:16.155551+00:00,2,A6N-13N-62-S102^2021-10-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
130,131,1,2022-11-22 23:53:16.155574+00:00,2,A6N-13N-62-S103^2020-06-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
131,132,1,2022-11-22 23:53:16.155597+00:00,2,A6N-13N-62-S103^2022-05-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-05-01
132,133,1,2022-11-22 23:53:16.155620+00:00,2,A6N-13N-62-S104^2021-08-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
133,134,1,2022-11-22 23:53:16.155642+00:00,2,A6N-13N-62-S105^2021-09-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
134,135,1,2022-11-22 23:53:16.155665+00:00,2,A6N-13N-62-S108^2016-12-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
135,136,1,2022-11-22 23:53:16.155687+00:00,2,A6N-13N-62-S109^2021-07-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
136,137,1,2022-11-22 23:53:16.155709+00:00,2,A6N-13N-62-S110^2021-09-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
137,138,1,2022-11-22 23:53:16.155732+00:00,2,A6N-13N-62-S111^2021-04-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
138,139,1,2022-11-22 23:53:16.155755+00:00,2,A6N-13N-62-S111^2022-07-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-06-25
139,140,1,2022-11-22 23:53:16.155778+00:00,2,A6N-13N-62-S112^2015-04-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
140,141,1,2022-11-22 23:53:16.155801+00:00,2,A6N-13N-62-S114^2021-09-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
141,142,1,2022-11-22 23:53:16.155824+00:00,2,A6N-13N-62-S201^2021-10-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
142,143,1,2022-11-22 23:53:16.155846+00:00,2,A6N-13N-62-S202^2021-10-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
143,144,1,2022-11-22 23:53:16.155868+00:00,2,A6N-13N-62-S203^2020-10-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
144,145,1,2022-11-22 23:53:16.155890+00:00,2,A6N-13N-62-S203^2022-04-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-04-01
145,146,1,2022-11-22 23:53:16.155912+00:00,2,A6N-13N-62-S204^2021-09-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
146,147,1,2022-11-22 23:53:16.155934+00:00,2,A6N-13N-62-S205^2020-08-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
147,148,1,2022-11-22 23:53:16.155956+00:00,2,A6N-13N-62-S207^2004-03-01,Canon Mensual Arriendo Inmueble,RC-Canon Mensual Arriendo Inmueble-Efectivo,2022-01-01
