,state_change_user_id,state_change_date,state,id_number,id_type,type,name,complete_name,person_ptr_id,legal_type
28,1,2022-12-13 20:52:01.995118+00:00,1,901149951,1,1,La Bodeguita Cotic,La Bodeguita Cotic S.A.S.,901149951,1
29,3,2022-12-13 20:52:02.011351+00:00,1,900292996,1,1,Los Alamillos,Los Alamillos S.A.,900292996,0
30,1,2022-12-13 20:52:02.027338+00:00,1,900582366,1,1,Maquinpro de Colombia,Maquinpro de Colombia S.A.S.,900582366,1
31,1,2022-12-13 20:52:02.044378+00:00,1,900245885,1,1,Mulplast,Mulplast S.A.S.,900245885,1
32,1,2022-12-13 20:52:02.060509+00:00,1,901063279,1,1,O´Celeste,O´Celeste S.A.S.,901063279,1
33,1,2022-12-13 20:52:02.076714+00:00,1,900672393,1,1,Palmiplast Industrias,Palmiplast Industrias S.A.S.,900672393,1
34,1,2022-12-13 20:52:02.092510+00:00,1,830134857,1,1,Prodeplasticos,Prodeplasticos S.A.S.,830134857,1
35,1,2022-12-13 20:52:02.109141+00:00,1,890328485,1,1,Productos de Caucho y Lona,Productos de Caucho y Lona S.A.S.,890328485,1
36,1,2022-12-13 20:52:02.129270+00:00,1,900575356,1,1,QW Health de Colombia,QW Health de Colombia S.A.S.,900575356,1
37,1,2022-12-13 20:52:02.145847+00:00,1,890930227,1,1,ROR Ingenieria,ROR Ingenieria S.A.S.,890930227,1
38,1,2022-12-13 20:52:02.162864+00:00,1,890204680,1,1,Representaciones Especiales,Representaciones Especiales LTDA.,890204680,2
39,3,2022-12-13 20:52:02.186670+00:00,1,901411596,1,1,Sepia Arte y Diseño,Sepia Arte y Diseño S.A.S.,901411596,1
40,1,2022-12-13 20:52:02.212240+00:00,1,900570334,1,1,Someda Intagrated,Someda Intagrated S.A.S.,900570334,1
41,3,2022-12-13 20:52:02.232742+00:00,1,900690709,1,1,Transporte Carlos A. Collazos,Transporte Carlos A. Collazos S.A.S.,900690709,1
42,1,2022-12-13 20:52:02.254879+00:00,1,805004110,1,1,Uniescolar Papeleria,Uniescolar Papeleria LTDA.,805004110,2
43,1,2022-12-13 20:52:02.271951+00:00,1,900719717,1,1,Universal de Aceros y Trifilados,Universal de Aceros y Trifilados S.A.S.,900719717,1
