,id,state_change_user_id,state_change_date,state,lease_id,realty_id,primary
25,32,3,2022-07-14 00:28:37.582185+00:00,1,C30-1B-15-B1^2020-11-01,C30-1B-15-B1,True
26,33,3,2022-07-14 00:28:37.582193+00:00,1,K2C-30-51^2021-12-01,K2C-30-51,True
27,34,3,2022-07-14 00:28:37.582201+00:00,1,C30-1B-15-B5^2019-04-01,C30-1B-15-B5,True
28,35,3,2022-07-14 00:28:37.582208+00:00,1,K1B-30-16^2006-05-10,K1B-30-16,True
29,36,3,2022-07-14 00:28:37.582216+00:00,1,K1B-30-34^2013-09-01,K1B-30-34,True
30,37,3,2022-07-14 00:28:37.582225+00:00,1,K1-35-29-B11^2020-08-01,K1-35-29-B11,True
31,38,3,2022-07-14 00:28:37.582233+00:00,1,K1-35-29-B9^2021-09-01,K1-35-29-B9,True
32,39,3,2022-07-14 00:28:37.582241+00:00,1,C30-1B-13^2017-05-01,C30-1B-13,True
33,40,3,2022-07-14 00:28:37.582248+00:00,1,K2C-29-36^2017-04-01,K2C-29-36,True
34,41,3,2022-07-14 00:28:37.582257+00:00,1,A6N-13N-66^2019-04-01,A6N-13N-66,True
35,42,3,2022-07-14 00:28:37.582265+00:00,1,A6N-13N-68^1999-01-01,A6N-13N-68,True
36,43,3,2022-07-14 00:28:37.582273+00:00,1,A6N-13N-62-S101^2021-04-01,A6N-13N-62-S101,True
37,44,3,2022-07-14 00:28:37.582281+00:00,1,A6N-13N-62-S102^2021-10-01,A6N-13N-62-S102,True
38,45,3,2022-07-14 00:28:37.582288+00:00,1,A6N-13N-62-S104^2021-08-01,A6N-13N-62-S104,True
39,46,3,2022-07-14 00:28:37.582296+00:00,1,A6N-13N-62-S103^2020-06-01,A6N-13N-62-S103,True
40,47,3,2022-07-14 00:28:37.582304+00:00,1,A6N-13N-62-S105^2021-09-01,A6N-13N-62-S105,True
41,48,3,2022-07-14 00:28:37.582312+00:00,1,C31-1B-80^2013-06-01,C31-1B-80,True
42,49,3,2022-07-14 00:28:37.582320+00:00,1,K2C-30-15-B3^2013-06-01,K2C-30-15-B3,True
43,50,3,2022-07-14 00:28:37.582328+00:00,1,A6N-13N-62-S108^2016-12-01,A6N-13N-62-S108,True
44,51,3,2022-07-14 00:28:37.582336+00:00,1,A6N-13N-62-S109^2021-07-01,A6N-13N-62-S109,True
45,52,3,2022-07-14 00:28:37.582343+00:00,1,A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110,True
46,53,3,2022-07-14 00:28:37.582351+00:00,1,A6N-13N-62-S114^2021-09-01,A6N-13N-62-S114,True
47,54,3,2022-07-14 00:28:37.582359+00:00,1,A6N-13N-62-S201^2021-10-01,A6N-13N-62-S201,True
48,55,3,2022-07-14 00:28:37.582367+00:00,1,A6N-13N-62-S202^2021-10-01,A6N-13N-62-S202,True
49,56,3,2022-07-14 00:28:37.582374+00:00,1,A6N-13N-62-S203^2022-04-01,A6N-13N-62-S203,True
50,57,3,2022-07-14 00:28:37.582382+00:00,1,A6N-13N-62-S204^2021-09-01,A6N-13N-62-S204,True
51,58,3,2022-07-14 00:28:37.582390+00:00,1,A6N-13N-62-S207^2004-03-01,A6N-13N-62-S207,True
52,59,3,2022-07-14 00:28:37.582397+00:00,1,A6N-13N-62-S205^2020-08-01,A6N-13N-62-S205,True
53,60,3,2022-07-14 00:28:37.582405+00:00,1,A6N-13N-62-S208^2020-10-01,A6N-13N-62-S208,True
54,61,3,2022-07-14 00:28:37.582413+00:00,1,A6N-13N-62-S209^2006-03-21,A6N-13N-62-S209,True
55,62,3,2022-07-14 00:28:37.582420+00:00,1,A6N-13N-62-S210^2017-03-20,A6N-13N-62-S210,True
56,63,3,2022-07-14 00:28:37.582428+00:00,1,A6N-13N-62-S211^2017-03-20,A6N-13N-62-S211,True
57,64,3,2022-07-14 00:28:37.582437+00:00,1,A6N-13N-62-S212^2011-09-01,A6N-13N-62-S212,True
58,65,3,2022-07-14 00:28:37.582445+00:00,1,A6N-13N-62-S214^2018-10-01,A6N-13N-62-S214,True
59,66,3,2022-07-14 00:28:37.582452+00:00,1,A6N-13N-62-S217^2018-12-01,A6N-13N-62-S217,True
60,67,3,2022-07-14 00:28:37.582461+00:00,1,A6N-13N-62-S219^2004-02-09,A6N-13N-62-S219,True
61,68,3,2022-07-14 00:28:37.582468+00:00,1,A6N-13N-62-S221^2018-06-15,A6N-13N-62-S221,True
62,69,3,2022-07-14 00:28:37.582476+00:00,1,A6N-13N-62-S301^2021-08-01,A6N-13N-62-S301,True
63,70,3,2022-07-14 00:28:37.582484+00:00,1,A6N-13N-62-S302^2021-08-01,A6N-13N-62-S302,True
64,71,3,2022-07-14 00:28:37.582492+00:00,1,A6N-13N-62-S303^2022-03-01,A6N-13N-62-S303,True
65,72,3,2022-07-14 00:28:37.582499+00:00,1,A6N-13N-62-S304^2022-04-01,A6N-13N-62-S304,True
66,73,3,2022-07-14 00:28:37.582507+00:00,1,A6N-13N-62-S305^2021-02-01,A6N-13N-62-S305,True
67,74,3,2022-07-14 00:28:37.582515+00:00,1,A6N-13N-62-S306^2018-06-01,A6N-13N-62-S306,True
68,75,3,2022-07-14 00:28:37.582523+00:00,1,A6N-13N-62-S308^2022-03-01,A6N-13N-62-S308,True
69,76,3,2022-07-14 00:28:37.582531+00:00,1,A6N-13N-62-S309^2022-03-01,A6N-13N-62-S309,True
70,77,3,2022-07-14 00:28:37.582540+00:00,1,A6N-13N-62-S311^2021-11-01,A6N-13N-62-S311,True
71,78,3,2022-07-14 00:28:37.582548+00:00,1,A6N-13N-62-S312^2007-06-01,A6N-13N-62-S312,True
72,79,3,2022-07-14 00:28:37.582557+00:00,1,A6N-13N-62-S314^2019-06-01,A6N-13N-62-S314,True
