,id,state_change_user_id,state_change_date,state,lease_id,realty_id,primary
17,18,1,2022-12-13 20:52:05.203659+00:00,1,A6N-13N-62-S203^2022-04-01,A6N-13N-62-S203,True
18,19,1,2022-12-13 20:52:05.203673+00:00,1,A6N-13N-62-S204^2021-09-01,A6N-13N-62-S204,True
19,20,1,2022-12-13 20:52:05.203686+00:00,1,A6N-13N-62-S205^2020-08-01,A6N-13N-62-S205,True
20,21,1,2022-12-13 20:52:05.203700+00:00,1,A6N-13N-62-S207^2004-03-01,A6N-13N-62-S207,True
21,22,1,2022-12-13 20:52:05.203714+00:00,1,A6N-13N-62-S208^2021-10-01,A6N-13N-62-S208,True
22,23,1,2022-12-13 20:52:05.203728+00:00,1,A6N-13N-62-S209^2006-03-21,A6N-13N-62-S209,True
23,24,1,2022-12-13 20:52:05.203742+00:00,1,A6N-13N-62-S210^2017-03-20,A6N-13N-62-S210,True
24,25,1,2022-12-13 20:52:05.203755+00:00,1,A6N-13N-62-S211^2017-03-08,A6N-13N-62-S211,True
25,26,1,2022-12-13 20:52:05.203769+00:00,1,A6N-13N-62-S212^2011-09-01,A6N-13N-62-S212,True
26,27,1,2022-12-13 20:52:05.203783+00:00,1,A6N-13N-62-S214^2018-10-01,A6N-13N-62-S214,True
27,28,1,2022-12-13 20:52:05.203796+00:00,1,A6N-13N-62-S217^2018-12-01,A6N-13N-62-S217,True
28,29,1,2022-12-13 20:52:05.203810+00:00,1,A6N-13N-62-S219^2004-02-09,A6N-13N-62-S219,True
29,30,1,2022-12-13 20:52:05.203825+00:00,1,A6N-13N-62-S221^2018-06-15,A6N-13N-62-S221,True
30,31,1,2022-12-13 20:52:05.203839+00:00,1,A6N-13N-62-S222^2022-06-01,A6N-13N-62-S222,True
31,32,1,2022-12-13 20:52:05.203854+00:00,1,A6N-13N-62-S301^2021-08-01,A6N-13N-62-S301,True
32,33,1,2022-12-13 20:52:05.203869+00:00,1,A6N-13N-62-S302^2021-08-01,A6N-13N-62-S302,True
33,34,1,2022-12-13 20:52:05.203883+00:00,1,A6N-13N-62-S303^2022-03-01,A6N-13N-62-S303,True
34,35,1,2022-12-13 20:52:05.203897+00:00,1,A6N-13N-62-S304^2021-02-01,A6N-13N-62-S304,True
35,36,1,2022-12-13 20:52:05.203911+00:00,1,A6N-13N-62-S304^2022-04-01,A6N-13N-62-S304,True
36,37,1,2022-12-13 20:52:05.203925+00:00,1,A6N-13N-62-S305^2021-02-01,A6N-13N-62-S305,True
37,38,1,2022-12-13 20:52:05.203938+00:00,1,A6N-13N-62-S306^2018-06-01,A6N-13N-62-S306,True
38,39,1,2022-12-13 20:52:05.203952+00:00,1,A6N-13N-62-S308^2022-03-01,A6N-13N-62-S308,True
39,40,1,2022-12-13 20:52:05.203965+00:00,1,A6N-13N-62-S308^2022-07-01,A6N-13N-62-S308,True
40,41,1,2022-12-13 20:52:05.203979+00:00,1,A6N-13N-62-S309^2022-03-01,A6N-13N-62-S309,True
41,42,1,2022-12-13 20:52:05.203993+00:00,1,A6N-13N-62-S310^2021-12-01,A6N-13N-62-S310,True
42,43,1,2022-12-13 20:52:05.204007+00:00,1,A6N-13N-62-S310^2022-07-01,A6N-13N-62-S310,True
43,44,1,2022-12-13 20:52:05.204020+00:00,1,A6N-13N-62-S311^2021-11-01,A6N-13N-62-S311,True
44,45,1,2022-12-13 20:52:05.204034+00:00,1,A6N-13N-62-S312^2017-06-01,A6N-13N-62-S312,True
45,46,1,2022-12-13 20:52:05.204048+00:00,1,A6N-13N-62-S314^2019-06-01,A6N-13N-62-S314,True
46,47,1,2022-12-13 20:52:05.204061+00:00,1,A6N-13N-62-S315^2019-08-01,A6N-13N-62-S315,True
47,48,1,2022-12-13 20:52:05.204074+00:00,1,A6N-13N-62-S317^2022-06-01,A6N-13N-62-S317,True
48,49,1,2022-12-13 20:52:05.204088+00:00,1,A6N-13N-62-S318^2021-08-01,A6N-13N-62-S318,True
49,50,1,2022-12-13 20:52:05.204102+00:00,1,A6N-13N-62-S319^2021-08-01,A6N-13N-62-S319,True
50,51,1,2022-12-13 20:52:05.204116+00:00,1,A6N-13N-62-S321^1996-08-13,A6N-13N-62-S321,True
51,52,1,2022-12-13 20:52:05.204129+00:00,1,A6N-13N-62-S322^2021-01-01,A6N-13N-62-S322,True
52,53,1,2022-12-13 20:52:05.204143+00:00,1,A6N-13N-66^2019-04-01,A6N-13N-66,True
53,54,1,2022-12-13 20:52:05.204157+00:00,1,A6N-13N-68^1999-02-01,A6N-13N-68,True
54,55,1,2022-12-13 20:52:05.204170+00:00,1,A6N-13N-62-S301^2022-10-01,A6N-13N-62-S301,True
55,56,1,2022-12-13 20:52:05.204184+00:00,1,A6N-13N-62-S202^2022-10-01,A6N-13N-62-S202,True
56,57,1,2022-12-13 20:52:05.204198+00:00,1,K1-17-57^2001-09-01,K1-17-57,True
57,58,1,2022-12-13 20:52:05.204211+00:00,1,K1-17-53^2017-06-01,K1-17-53,True
58,59,1,2022-12-13 20:52:05.204225+00:00,1,C18-1N-39^2022-03-01,C18-1N-39,True
59,60,1,2022-12-13 20:52:05.204238+00:00,1,C18-1N-39^2022-03-01,C18-1N-43,False
60,61,1,2022-12-13 20:52:05.204252+00:00,1,K1-17-43^2017-07-15,K1-17-43,True
61,62,1,2022-12-13 20:52:05.204266+00:00,1,K1-17-47^2021-10-01,K1-17-47,True
62,63,1,2022-12-13 20:52:05.204279+00:00,1,C18-1N-33^2021-10-01,C18-1N-33,True
63,64,1,2022-12-13 20:52:05.204293+00:00,1,C18-1N-41^2021-02-01,C18-1N-41,True
64,65,1,2022-12-13 20:52:05.204306+00:00,1,K1-17-37^2012-02-01,K1-17-37,True
65,66,1,2022-12-13 20:52:05.204320+00:00,1,A6N-13N-62-S220^2022-11-01,A6N-13N-62-S220,True
66,67,1,2022-12-13 20:52:05.204334+00:00,1,A6N-13N-62-S210^2022-10-01,A6N-13N-62-S210,True
67,68,1,2022-12-15 19:21:04.517564+00:00,1,C31-1B-64^2018-12-01,C31-1B-64,True
68,69,1,2022-12-15 19:56:35.563513+00:00,1,C31-1B-54^2016-02-15,C31-1B-54,True
69,70,1,2022-12-15 20:02:25.269001+00:00,1,C31-1B-44^2013-12-03,C31-1B-44,True
70,71,1,2022-12-15 20:25:25.465549+00:00,1,C31-1B-24^2018-05-01,C31-1B-24,True
71,72,1,2022-12-15 20:51:27.174894+00:00,1,C31-1B-4^2003-09-01,C31-1B-4,True
72,73,1,2022-12-15 21:52:44.001549+00:00,1,K2C-30-29^2019-11-01,K2C-30-29,True
73,74,1,2022-12-15 22:17:32.645048+00:00,1,K2C-30-27^2020-10-01,K2C-30-27,True
74,75,1,2022-12-15 22:53:07.939444+00:00,1,C30-1B-31^2019-11-01,C30-1B-31,True
75,76,1,2022-12-26 19:45:02.930025+00:00,1,K1B-30-16^2006-05-10,K1B-30-16,True
76,77,1,2022-12-26 20:08:40.511236+00:00,1,K2C-30-9^2021-04-01,K2C-30-9,True
77,78,1,2022-12-27 14:16:43.289368+00:00,1,K1B-30-52^2018-05-01,K1B-30-52,True
78,79,1,2022-12-27 14:44:48.086449+00:00,1,K2C-30-51^2021-12-01,K2C-30-51,True
79,80,1,2022-12-27 16:07:12.870515+00:00,1,C30-1B-15-B3^2017-10-01,C30-1B-15-B3,True
80,81,1,2022-12-27 16:23:31.342334+00:00,1,C30-1B-15-B2^2013-04-15,C30-1B-15-B2,True
81,82,1,2022-12-27 16:43:55.105124+00:00,1,K2C-29-54^2017-04-01,K2C-29-54,True
82,83,1,2022-12-27 17:19:15.758875+00:00,1,C30-1B-13^2017-05-01,C30-1B-13,True
83,84,1,2022-12-27 18:21:38.407463+00:00,1,C30-1B-15-B1^2020-11-01,C30-1B-15-B1,True
84,85,1,2022-12-28 17:56:36.070431+00:00,1,C30-1B-27^2014-09-01,C30-1B-27,True
85,86,1,2022-12-28 18:30:05.707264+00:00,1,K1-35-29-B9^2021-09-01,K1-35-29-B9,True
86,87,1,2022-12-28 19:35:01.862626+00:00,1,K1-35-29-B11^2020-08-01,K1-35-29-B11,True
87,88,1,2022-12-28 20:06:49.047046+00:00,1,K1B-30-34^2013-09-01,K1B-30-34,True
88,89,1,2022-12-28 20:29:09.159713+00:00,1,C31-1B-74^2012-12-07,C31-1B-74,True
89,90,1,2022-12-28 21:10:26.245729+00:00,1,K2C-30-15-B2^2019-06-01,K2C-30-15-B2,True
90,91,1,2022-12-28 21:29:07.973457+00:00,1,K2C-30-15-B3^2013-06-01,K2C-30-15-B3,True
91,92,1,2022-12-28 21:50:01.736525+00:00,1,C31-1B-80^2013-06-01,C31-1B-80,True
