,id,state_change_user_id,state_change_date,state,lease_id,realty_id,primary
15,16,1,2022-10-12 17:44:40.894397+00:00,1,A6N-13N-62-S202^2021-10-01,A6N-13N-62-S202,True
16,17,1,2022-10-12 17:44:40.894411+00:00,1,A6N-13N-62-S203^2020-10-01,A6N-13N-62-S203,True
17,18,1,2022-10-12 17:44:40.894425+00:00,1,A6N-13N-62-S203^2022-04-01,A6N-13N-62-S203,True
18,19,1,2022-10-12 17:44:40.894439+00:00,1,A6N-13N-62-S204^2021-09-01,A6N-13N-62-S204,True
19,20,1,2022-10-12 17:44:40.894453+00:00,1,A6N-13N-62-S205^2020-08-01,A6N-13N-62-S205,True
20,21,1,2022-10-12 17:44:40.894468+00:00,1,A6N-13N-62-S207^2004-03-01,A6N-13N-62-S207,True
21,22,1,2022-10-12 17:44:40.894497+00:00,1,A6N-13N-62-S208^2021-10-01,A6N-13N-62-S208,True
22,23,1,2022-10-12 17:44:40.894519+00:00,1,A6N-13N-62-S209^2006-03-21,A6N-13N-62-S209,True
23,24,1,2022-10-12 17:44:40.894535+00:00,1,A6N-13N-62-S210^2017-03-20,A6N-13N-62-S210,True
24,25,1,2022-10-12 17:44:40.894550+00:00,1,A6N-13N-62-S211^2017-03-08,A6N-13N-62-S211,True
25,26,1,2022-10-12 17:44:40.894566+00:00,1,A6N-13N-62-S212^2011-09-01,A6N-13N-62-S212,True
26,27,1,2022-10-12 17:44:40.894582+00:00,1,A6N-13N-62-S214^2018-10-01,A6N-13N-62-S214,True
27,28,1,2022-10-12 17:44:40.894597+00:00,1,A6N-13N-62-S217^2018-12-01,A6N-13N-62-S217,True
28,29,1,2022-10-12 17:44:40.894612+00:00,1,A6N-13N-62-S219^2004-02-09,A6N-13N-62-S219,True
29,30,1,2022-10-12 17:44:40.894627+00:00,1,A6N-13N-62-S221^2018-06-15,A6N-13N-62-S221,True
30,31,1,2022-10-12 17:44:40.894641+00:00,1,A6N-13N-62-S222^2022-06-01,A6N-13N-62-S222,True
31,32,1,2022-10-12 17:44:40.894656+00:00,1,A6N-13N-62-S301^2021-08-01,A6N-13N-62-S301,True
32,33,1,2022-10-12 17:44:40.894670+00:00,1,A6N-13N-62-S302^2021-08-01,A6N-13N-62-S302,True
33,34,1,2022-10-12 17:44:40.894685+00:00,1,A6N-13N-62-S303^2022-03-01,A6N-13N-62-S303,True
34,35,1,2022-10-12 17:44:40.894699+00:00,1,A6N-13N-62-S304^2022-04-01,A6N-13N-62-S304,True
35,36,1,2022-10-12 17:44:40.894714+00:00,1,A6N-13N-62-S305^2021-02-01,A6N-13N-62-S305,True
36,37,1,2022-10-12 17:44:40.894728+00:00,1,A6N-13N-62-S306^2018-06-01,A6N-13N-62-S306,True
37,38,1,2022-10-12 17:44:40.894742+00:00,1,A6N-13N-62-S308^2022-03-01,A6N-13N-62-S308,True
38,39,1,2022-10-12 17:44:40.894757+00:00,1,A6N-13N-62-S308^2022-07-01,A6N-13N-62-S308,True
39,40,1,2022-10-12 17:44:40.894771+00:00,1,A6N-13N-62-S309^2022-03-01,A6N-13N-62-S309,True
40,41,1,2022-10-12 17:44:40.894785+00:00,1,A6N-13N-62-S310^2021-12-01,A6N-13N-62-S310,True
41,42,1,2022-10-12 17:44:40.894799+00:00,1,A6N-13N-62-S310^2022-07-01,A6N-13N-62-S310,True
42,43,1,2022-10-12 17:44:40.894814+00:00,1,A6N-13N-62-S311^2021-11-01,A6N-13N-62-S311,True
43,44,1,2022-10-12 17:44:40.894828+00:00,1,A6N-13N-62-S312^2017-06-01,A6N-13N-62-S312,True
44,45,1,2022-10-12 17:44:40.894842+00:00,1,A6N-13N-62-S314^2019-06-01,A6N-13N-62-S314,True
45,46,1,2022-10-12 17:44:40.894856+00:00,1,A6N-13N-62-S315^2019-08-01,A6N-13N-62-S315,True
46,47,1,2022-10-12 17:44:40.894870+00:00,1,A6N-13N-62-S317^2022-06-01,A6N-13N-62-S317,True
47,48,1,2022-10-12 17:44:40.894885+00:00,1,A6N-13N-62-S318^2021-08-01,A6N-13N-62-S318,True
48,49,1,2022-10-12 17:44:40.894899+00:00,1,A6N-13N-62-S319^2021-08-01,A6N-13N-62-S319,True
49,50,1,2022-10-12 17:44:40.894913+00:00,1,A6N-13N-62-S321^1996-08-13,A6N-13N-62-S321,True
50,51,1,2022-10-12 17:44:40.894927+00:00,1,A6N-13N-62-S322^2021-01-01,A6N-13N-62-S322,True
51,52,1,2022-10-12 17:44:40.894941+00:00,1,A6N-13N-66^2019-04-01,A6N-13N-66,True
52,53,1,2022-10-12 17:44:40.894955+00:00,1,A6N-13N-68^1999-02-01,A6N-13N-68,True
53,54,1,2022-10-12 17:44:40.894970+00:00,1,A6N-13N-62-S301^2022-10-01,A6N-13N-62-S301,True
54,55,1,2022-10-12 17:44:40.894984+00:00,1,A6N-13N-62-S202^2022-10-01,A6N-13N-62-S202,True
55,56,1,2022-10-12 21:13:11.719786+00:00,1,K1-17-57^2001-09-01,K1-17-57,True
56,57,1,2022-10-12 21:40:25.921017+00:00,1,K1-17-53^2017-06-01,K1-17-53,True
57,58,1,2022-10-12 21:58:58.530535+00:00,1,C18-1N-39^2022-03-01,C18-1N-39,True
58,59,1,2022-10-12 21:58:58.538113+00:00,1,C18-1N-39^2022-03-01,C18-1N-43,False
59,60,1,2022-10-12 22:12:10.659892+00:00,1,K1-17-43^2017-07-15,K1-17-43,True
60,61,1,2022-10-14 16:24:31.171867+00:00,1,K1-17-47^2021-10-01,K1-17-47,True
61,62,1,2022-10-14 18:17:50.566642+00:00,1,C18-1N-33^2021-10-01,C18-1N-33,True
62,63,1,2022-10-14 19:34:06.544865+00:00,1,C18-1N-41^2021-02-01,C18-1N-41,True
