,id,state_change_user_id,state_change_date,state,lease_id,realty_id,primary
21,22,1,2022-11-22 23:53:15.179828+00:00,1,A6N-13N-62-S208^2021-10-01,A6N-13N-62-S208,True
22,23,1,2022-11-22 23:53:15.179836+00:00,1,A6N-13N-62-S209^2006-03-21,A6N-13N-62-S209,True
23,24,1,2022-11-22 23:53:15.179844+00:00,1,A6N-13N-62-S210^2017-03-20,A6N-13N-62-S210,True
24,25,1,2022-11-22 23:53:15.179851+00:00,1,A6N-13N-62-S211^2017-03-08,A6N-13N-62-S211,True
25,26,1,2022-11-22 23:53:15.179859+00:00,1,A6N-13N-62-S212^2011-09-01,A6N-13N-62-S212,True
26,27,1,2022-11-22 23:53:15.179868+00:00,1,A6N-13N-62-S214^2018-10-01,A6N-13N-62-S214,True
27,28,1,2022-11-22 23:53:15.179877+00:00,1,A6N-13N-62-S217^2018-12-01,A6N-13N-62-S217,True
28,29,1,2022-11-22 23:53:15.179886+00:00,1,A6N-13N-62-S219^2004-02-09,A6N-13N-62-S219,True
29,30,1,2022-11-22 23:53:15.179894+00:00,1,A6N-13N-62-S221^2018-06-15,A6N-13N-62-S221,True
30,31,1,2022-11-22 23:53:15.179903+00:00,1,A6N-13N-62-S222^2022-06-01,A6N-13N-62-S222,True
31,32,1,2022-11-22 23:53:15.179911+00:00,1,A6N-13N-62-S301^2021-08-01,A6N-13N-62-S301,True
32,33,1,2022-11-22 23:53:15.179919+00:00,1,A6N-13N-62-S302^2021-08-01,A6N-13N-62-S302,True
33,34,1,2022-11-22 23:53:15.179927+00:00,1,A6N-13N-62-S303^2022-03-01,A6N-13N-62-S303,True
34,35,1,2022-11-22 23:53:15.179935+00:00,1,A6N-13N-62-S304^2022-04-01,A6N-13N-62-S304,True
35,36,1,2022-11-22 23:53:15.179943+00:00,1,A6N-13N-62-S305^2021-02-01,A6N-13N-62-S305,True
36,37,1,2022-11-22 23:53:15.179950+00:00,1,A6N-13N-62-S306^2018-06-01,A6N-13N-62-S306,True
37,38,1,2022-11-22 23:53:15.179958+00:00,1,A6N-13N-62-S308^2022-03-01,A6N-13N-62-S308,True
38,39,1,2022-11-22 23:53:15.179965+00:00,1,A6N-13N-62-S308^2022-07-01,A6N-13N-62-S308,True
39,40,1,2022-11-22 23:53:15.179973+00:00,1,A6N-13N-62-S309^2022-03-01,A6N-13N-62-S309,True
40,41,1,2022-11-22 23:53:15.179981+00:00,1,A6N-13N-62-S310^2021-12-01,A6N-13N-62-S310,True
41,42,1,2022-11-22 23:53:15.179988+00:00,1,A6N-13N-62-S310^2022-07-01,A6N-13N-62-S310,True
42,43,1,2022-11-22 23:53:15.179996+00:00,1,A6N-13N-62-S311^2021-11-01,A6N-13N-62-S311,True
43,44,1,2022-11-22 23:53:15.180004+00:00,1,A6N-13N-62-S312^2017-06-01,A6N-13N-62-S312,True
44,45,1,2022-11-22 23:53:15.180011+00:00,1,A6N-13N-62-S314^2019-06-01,A6N-13N-62-S314,True
45,46,1,2022-11-22 23:53:15.180020+00:00,1,A6N-13N-62-S315^2019-08-01,A6N-13N-62-S315,True
46,47,1,2022-11-22 23:53:15.180027+00:00,1,A6N-13N-62-S317^2022-06-01,A6N-13N-62-S317,True
47,48,1,2022-11-22 23:53:15.180035+00:00,1,A6N-13N-62-S318^2021-08-01,A6N-13N-62-S318,True
48,49,1,2022-11-22 23:53:15.180043+00:00,1,A6N-13N-62-S319^2021-08-01,A6N-13N-62-S319,True
49,50,1,2022-11-22 23:53:15.180051+00:00,1,A6N-13N-62-S321^1996-08-13,A6N-13N-62-S321,True
50,51,1,2022-11-22 23:53:15.180059+00:00,1,A6N-13N-62-S322^2021-01-01,A6N-13N-62-S322,True
51,52,1,2022-11-22 23:53:15.180067+00:00,1,A6N-13N-66^2019-04-01,A6N-13N-66,True
52,53,1,2022-11-22 23:53:15.180075+00:00,1,A6N-13N-68^1999-02-01,A6N-13N-68,True
53,54,1,2022-11-22 23:53:15.180083+00:00,1,A6N-13N-62-S301^2022-10-01,A6N-13N-62-S301,True
54,55,1,2022-11-22 23:53:15.180091+00:00,1,A6N-13N-62-S202^2022-10-01,A6N-13N-62-S202,True
55,56,1,2022-11-22 23:53:15.180098+00:00,1,K1-17-57^2001-09-01,K1-17-57,True
56,57,1,2022-11-22 23:53:15.180107+00:00,1,K1-17-53^2017-06-01,K1-17-53,True
57,58,1,2022-11-22 23:53:15.180114+00:00,1,C18-1N-39^2022-03-01,C18-1N-39,True
58,59,1,2022-11-22 23:53:15.180122+00:00,1,C18-1N-39^2022-03-01,C18-1N-43,False
59,60,1,2022-11-22 23:53:15.180148+00:00,1,K1-17-43^2017-07-15,K1-17-43,True
60,61,1,2022-11-22 23:53:15.180159+00:00,1,K1-17-47^2021-10-01,K1-17-47,True
61,62,1,2022-11-22 23:53:15.180168+00:00,1,C18-1N-33^2021-10-01,C18-1N-33,True
62,63,1,2022-11-22 23:53:15.180176+00:00,1,C18-1N-41^2021-02-01,C18-1N-41,True
63,64,1,2022-11-22 23:53:15.180183+00:00,1,K1-17-37^2012-02-01,K1-17-37,True
