class,country,region,city,street_type,street_number,street_letter,street_bis,street_bis_complement,street_coordinate,numeral_number,numeral_letter,numeral_bis,numeral_bis_complement,numeral_coordinate,height_number,interior_group_type,interior_group_code,interior_type,interior_code
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,62,-9999,ZZZZZ,10,215
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,62,-9999,ZZZZZ,10,216
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,62,-9999,ZZZZZ,10,217
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,62,-9999,ZZZZZ,10,218
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,62,-9999,ZZZZZ,10,219
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,62,-9999,ZZZZZ,10,220
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,62,-9999,ZZZZZ,10,221
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,62,-9999,ZZZZZ,10,222
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,62,-9999,ZZZZZ,10,301
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,62,-9999,ZZZZZ,10,302
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,62,-9999,ZZZZZ,10,303
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,62,-9999,ZZZZZ,10,304
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,62,-9999,ZZZZZ,10,305
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,62,-9999,ZZZZZ,10,306
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,62,-9999,ZZZZZ,10,307
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,62,-9999,ZZZZZ,10,308
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,62,-9999,ZZZZZ,10,309
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,62,-9999,ZZZZZ,10,310
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,62,-9999,ZZZZZ,10,311
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,62,-9999,ZZZZZ,10,312
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,62,-9999,ZZZZZ,10,314
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,62,-9999,ZZZZZ,10,315
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,62,-9999,ZZZZZ,10,316
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,62,-9999,ZZZZZ,10,317
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,62,-9999,ZZZZZ,10,318
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,62,-9999,ZZZZZ,10,319
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,62,-9999,ZZZZZ,10,320
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,62,-9999,ZZZZZ,10,321
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,62,-9999,ZZZZZ,10,322
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,62,-9999,ZZZZZ,2,1
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,66,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,FALSE,-9999,0,68,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,1,-9999,FALSE,-9999,-9999,35,-9999,FALSE,-9999,-9999,29,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,1,-9999,FALSE,-9999,-9999,35,-9999,FALSE,-9999,-9999,29,-9999,ZZZZZ,3,9
Address,Colombia,Valle del Cauca,Cali,2,1,-9999,FALSE,-9999,-9999,35,-9999,FALSE,-9999,-9999,29,-9999,ZZZZZ,3,11
Address,Colombia,Valle del Cauca,Cali,2,1,-9999,FALSE,-9999,-9999,17,-9999,FALSE,-9999,-9999,37,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,1,-9999,FALSE,-9999,-9999,17,-9999,FALSE,-9999,-9999,43,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,1,-9999,FALSE,-9999,-9999,17,-9999,FALSE,-9999,-9999,47,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,1,-9999,FALSE,-9999,-9999,17,-9999,FALSE,-9999,-9999,53,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,1,-9999,FALSE,-9999,-9999,17,-9999,FALSE,-9999,-9999,57,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,1,-9999,FALSE,-9999,-9999,17,-9999,FALSE,-9999,-9999,65,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,18,-9999,FALSE,-9999,-9999,1,-9999,FALSE,-9999,0,33,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,18,-9999,FALSE,-9999,-9999,1,-9999,FALSE,-9999,0,39,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,18,-9999,FALSE,-9999,-9999,1,-9999,FALSE,-9999,0,41,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,18,-9999,FALSE,-9999,-9999,1,-9999,FALSE,-9999,0,43,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,30,-9999,FALSE,-9999,-9999,1,1,FALSE,-9999,-9999,13,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,30,-9999,FALSE,-9999,-9999,1,1,FALSE,-9999,-9999,15,-9999,ZZZZZ,3,1
Address,Colombia,Valle del Cauca,Cali,1,30,-9999,FALSE,-9999,-9999,1,1,FALSE,-9999,-9999,15,-9999,ZZZZZ,3,2
Address,Colombia,Valle del Cauca,Cali,1,30,-9999,FALSE,-9999,-9999,1,1,FALSE,-9999,-9999,15,-9999,ZZZZZ,3,3
Address,Colombia,Valle del Cauca,Cali,1,30,-9999,FALSE,-9999,-9999,1,1,FALSE,-9999,-9999,15,-9999,ZZZZZ,3,5
Address,Colombia,Valle del Cauca,Cali,1,30,-9999,FALSE,-9999,-9999,1,1,FALSE,-9999,-9999,27,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,30,-9999,FALSE,-9999,-9999,1,1,FALSE,-9999,-9999,31,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,31,-9999,FALSE,-9999,-9999,1,1,FALSE,-9999,-9999,4,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,31,-9999,FALSE,-9999,-9999,1,1,FALSE,-9999,-9999,24,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,31,-9999,FALSE,-9999,-9999,1,1,FALSE,-9999,-9999,34,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,31,-9999,FALSE,-9999,-9999,1,1,FALSE,-9999,-9999,44,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,31,-9999,FALSE,-9999,-9999,1,1,FALSE,-9999,-9999,54,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,31,-9999,FALSE,-9999,-9999,1,1,FALSE,-9999,-9999,64,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,31,-9999,FALSE,-9999,-9999,1,1,FALSE,-9999,-9999,74,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,31,-9999,FALSE,-9999,-9999,1,1,FALSE,-9999,-9999,80,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,1,1,FALSE,-9999,-9999,30,-9999,FALSE,-9999,-9999,16,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,1,1,FALSE,-9999,-9999,30,-9999,FALSE,-9999,-9999,34,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,1,1,FALSE,-9999,-9999,30,-9999,FALSE,-9999,-9999,52,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,1,1,FALSE,-9999,-9999,30,-9999,FALSE,-9999,-9999,76,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,2,2,FALSE,-9999,-9999,30,-9999,FALSE,-9999,-9999,3,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,2,2,FALSE,-9999,-9999,30,-9999,FALSE,-9999,-9999,9,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,2,2,FALSE,-9999,-9999,30,-9999,FALSE,-9999,-9999,15,-9999,ZZZZZ,3,2
Address,Colombia,Valle del Cauca,Cali,2,2,2,FALSE,-9999,-9999,30,-9999,FALSE,-9999,-9999,15,-9999,ZZZZZ,3,3
Address,Colombia,Valle del Cauca,Cali,2,2,2,FALSE,-9999,-9999,30,-9999,FALSE,-9999,-9999,27,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,2,2,FALSE,-9999,-9999,30,-9999,FALSE,-9999,-9999,29,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,2,2,FALSE,-9999,-9999,30,-9999,FALSE,-9999,-9999,51,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,2,2,FALSE,-9999,-9999,29,-9999,FALSE,-9999,-9999,36,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,0,11,-9999,FALSE,-9999,0,7,-9999,FALSE,-9999,0,201,-9999,ZZZZZ,0,103
Address,Colombia,Valle del Cauca,Cali,0,11,-9999,FALSE,-9999,0,7,-9999,FALSE,-9999,0,201,-9999,ZZZZZ,4,28
Address,Colombia,Valle del Cauca,Cali,0,11,-9999,FALSE,-9999,0,7,-9999,FALSE,-9999,0,201,-9999,ZZZZZ,4,29
Address,Colombia,Valle del Cauca,Cali,0,11,-9999,FALSE,-9999,0,7,-9999,FALSE,-9999,0,201,-9999,ZZZZZ,4,61
Address,Colombia,Valle del Cauca,Cali,0,11,-9999,FALSE,-9999,0,7,-9999,FALSE,-9999,0,201,-9999,ZZZZZ,5,22
Address,Colombia,Valle del Cauca,Cali,1,3,-9999,FALSE,-9999,3,2,-9999,FALSE,-9999,-9999,136,-9999,ZZZZZ,4,14
Address,Colombia,Valle del Cauca,Cali,1,3,-9999,FALSE,-9999,3,2,-9999,FALSE,-9999,-9999,140,-9999,ZZZZZ,0,301
Address,Colombia,Valle del Cauca,Medellin,2,40,-9999,FALSE,-9999,-9999,12,0,FALSE,-9999,-9999,13,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,0,2,1,FALSE,-9999,-9999,73,-9999,TRUE,-9999,-9999,98,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,42,-9999,FALSE,-9999,-9999,95,0,FALSE,-9999,-9999,15,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,41,5,FALSE,-9999,-9999,56,-9999,FALSE,-9999,-9999,61,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,0,5,-9999,FALSE,-9999,0,5,-9999,FALSE,-9999,0,53,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,26,27,FALSE,-9999,-9999,1,-9999,FALSE,-9999,-9999,65,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,0,3,-9999,FALSE,-9999,-9999,19,-9999,FALSE,-9999,-9999,36,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,9,-9999,FALSE,-9999,-9999,5,-9999,FALSE,-9999,-9999,31,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,81,-9999,FALSE,-9999,-9999,3,0,FALSE,-9999,-9999,125,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,17,2,FALSE,-9999,-9999,10,2,FALSE,-9999,-9999,16,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,34,-9999,FALSE,-9999,-9999,40,1,FALSE,-9999,-9999,24,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,12,-9999,FALSE,-9999,-9999,29,1,FALSE,-9999,-9999,78,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,40,-9999,FALSE,-9999,0,3,-9999,FALSE,-9999,-9999,69,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,28,-9999,FALSE,-9999,-9999,98,-9999,FALSE,-9999,-9999,82,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,11,-9999,FALSE,-9999,-9999,7,-9999,FALSE,-9999,-9999,85,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Pasto,1,20,-9999,FALSE,-9999,-9999,28,-9999,FALSE,-9999,-9999,97,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Buga,2,53,-9999,FALSE,-9999,-9999,9,1,FALSE,-9999,-9999,45,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,70,-9999,FALSE,-9999,-9999,9,-9999,FALSE,-9999,-9999,49,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,13,-9999,FALSE,-9999,-9999,9,-9999,FALSE,-9999,-9999,36,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,6,-9999,FALSE,-9999,0,2,-9999,FALSE,-9999,0,71,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,0,7,-9999,FALSE,-9999,0,24,-9999,FALSE,-9999,0,40,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,6,-9999,FALSE,-9999,3,6,-9999,FALSE,-9999,-9999,89,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,0,4,-9999,FALSE,-9999,0,14,-9999,FALSE,-9999,0,22,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,11,-9999,FALSE,-9999,0,4,0,FALSE,-9999,-9999,9,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,28,-9999,FALSE,-9999,-9999,20,-9999,FALSE,-9999,-9999,22,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,38,-9999,FALSE,-9999,-9999,14,-9999,FALSE,-9999,-9999,70,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,99,-9999,FALSE,-9999,-9999,14,-9999,FALSE,-9999,-9999,3,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,15,-9999,FALSE,-9999,-9999,29,0,FALSE,-9999,-9999,11,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,8,-9999,FALSE,-9999,-9999,15,-9999,FALSE,-9999,-9999,1,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,6,-9999,FALSE,-9999,-9999,18,-9999,FALSE,-9999,-9999,2,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,4,-9999,FALSE,-9999,-9999,16,-9999,FALSE,-9999,-9999,9,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,6,-9999,FALSE,-9999,-9999,18,-9999,FALSE,-9999,-9999,40,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,5,-9999,FALSE,-9999,0,38,-9999,FALSE,-9999,0,38,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,1,-9999,FALSE,-9999,-9999,31,-9999,FALSE,-9999,-9999,84,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,28,-9999,FALSE,-9999,-9999,40,-9999,FALSE,-9999,-9999,21,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,15,-9999,FALSE,-9999,-9999,31,-9999,FALSE,-9999,-9999,16,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,7,-9999,FALSE,-9999,-9999,21,-9999,FALSE,-9999,-9999,23,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,9,-9999,FALSE,-9999,-9999,11,-9999,FALSE,-9999,-9999,50,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,0,5,0,FALSE,-9999,0,23,3,FALSE,-9999,0,68,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,2,-9999,FALSE,-9999,0,21,-9999,FALSE,-9999,-9999,53,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,9,-9999,FALSE,-9999,-9999,11,-9999,FALSE,-9999,-9999,37,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Bogota,2,45,-9999,FALSE,-9999,-9999,23,-9999,FALSE,-9999,1,57,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,CALI,0,9,-9999,FALSE,-9999,0,10,-9999,FALSE,-9999,-9999,89,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,CALI,0,6,-9999,FALSE,-9999,3,5,-9999,FALSE,-9999,-9999,200,1,2,0,303
Address,Colombia,Valle del Cauca,CALI,0,3,-9999,FALSE,-9999,3,14,-9999,FALSE,-9999,-9999,48,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,CALI,1,1,1,FALSE,-9999,-9999,4,-9999,FALSE,-9999,3,201,2,ZZZZZ,0,1102
Address,Colombia,Valle del Cauca,CALI,2,6,-9999,FALSE,-9999,-9999,13,-9999,FALSE,-9999,-9999,75,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,CALI,0,5,-9999,FALSE,-9999,-9999,13,-9999,FALSE,-9999,-9999,165,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,CALI,1,14,0,FALSE,-9999,-9999,66,0,FALSE,-9999,-9999,41,-9999,ZZZZZ,7,3
Address,Colombia,Valle del Cauca,CALI,2,47,0,FALSE,-9999,-9999,13,1,FALSE,-9999,-9999,49,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,CALI,2,23,-9999,FALSE,-9999,-9999,13,-9999,FALSE,-9999,-9999,44,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,CALI,2,94,2,FALSE,-9999,-9999,2,-9999,FALSE,-9999,-9999,64,1,9,0,203
Address,Colombia,Valle del Cauca,CALI,1,6,-9999,FALSE,-9999,3,6,-9999,FALSE,-9999,-9999,89,2,ZZZZZ,0,701
Address,Colombia,Valle del Cauca,CALI,1,53,-9999,FALSE,-9999,-9999,28,5,FALSE,-9999,-9999,77,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,CALI,2,9,-9999,FALSE,-9999,-9999,14,1,FALSE,-9999,-9999,12,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,CALI,2,4,-9999,FALSE,-9999,-9999,14,-9999,FALSE,-9999,-9999,50,-9999,ZZZZZ,2,708
Address,Colombia,Valle del Cauca,CALI,1,31,-9999,FALSE,-9999,-9999,2,-9999,FALSE,-9999,-9999,64,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,CALI,1,67,-9999,FALSE,-9999,0,7,-9999,FALSE,13,-9999,19,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,CALI,2,39,-9999,FALSE,-9999,-9999,12,0,FALSE,-9999,-9999,180,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,CALI,1,31,-9999,FALSE,-9999,-9999,2,-9999,FALSE,-9999,-9999,4,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,CALI,1,40,-9999,FALSE,-9999,-9999,3,13,FALSE,-9999,-9999,33,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,CALI,1,30,0,FALSE,-9999,-9999,11,1,FALSE,-9999,-9999,43,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,CALI,1,40,-9999,FALSE,-9999,-9999,3,-9999,FALSE,-9999,-9999,33,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,CALI,2,84,0,FALSE,-9999,-9999,14,-9999,FALSE,-9999,-9999,74,-9999,ZZZZZ,-9999,ZZZZZ
